,id,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_cylinderVolume,car_driveMode,car_fuel,car_gear,verified,car_address,car_title,car_photo,dealer_name,dealer_address,sunroof,TPMS,SRS,keyless,ESP,ABS,cruise_sys,HID_head,isofix,electric_seat,auto_AC,navi_sys,IVI_sys,leather_seat,parking_radar,parking_camera,BSM,LDW,source
0,236581,TOYOTA,ALTIS,2009,197710,196000,黑,1800,2.0,汽油,手自排,1,高雄市,豐田ALTIS 1800cc 2009年 黑色0頭款可全貸 ,https://www.hotcar.com.tw/UPLOAD/CW/HF1002/2601507.jpg,上暘汽車,高雄市鳥松區神農路856號,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,HOT
1,236578,MITSUBISHI,DELICA,2016,81609,358000,深藍,2400,2.0,汽油,手排,1,高雄市,三菱得利卡2400cc 2016年框式附加吊桿0頭款可全貸,https://www.hotcar.com.tw/UPLOAD/CW/HF1002/2601458.jpg,上暘汽車,高雄市鳥松區神農路856號,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,HOT
2,236571,SUZUKI,CARRY,2013,53167,286000,銀,1600,2.0,汽油,手排,1,高雄市,鈴木吉利 1590cc 2013年銀色0頭款可全貸,https://www.hotcar.com.tw/UPLOAD/CW/HF1002/2601372.jpg,上暘汽車,高雄市鳥松區神農路856號,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HOT
3,236495,NISSAN,MARCH,2013,92757,238000,淺綠,1500,2.0,汽油,自排,1,台中市,新手駕駛首選 顯眼 小台 好停車 好照顧,https://www.hotcar.com.tw/UPLOAD/CW/HD1076/2600464.jpg,聖傑汽車(烏日店),台中市烏日區中山路三段903號,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,HOT
4,236493,NISSAN,SENTRA,2015,43307,378000,白,1800,2.0,汽油,手自排,1,台中市,Aero 旗艦版 電動座椅調整 4安 多合一影音,https://www.hotcar.com.tw/UPLOAD/CW/HD1076/2600439.jpg,聖傑汽車(烏日店),台中市烏日區中山路三段903號,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,HOT
5,236491,TOYOTA,ALTIS,2011,90478,278000,白,1800,2.0,汽油,手自排,1,台中市,升級安卓多合一影音 E版 恆溫 定速巡航 實跑9萬,https://www.hotcar.com.tw/UPLOAD/CW/HD1076/2600407.jpg,聖傑汽車(烏日店),台中市烏日區中山路三段903號,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,HOT
6,236488,FORD,KUGA,2020,2568,938000,白,1500,2.0,汽油,手自排,1,台中市,正2020年大改款1.5All New Kuga EcoBoost 180旗艦型,https://www.hotcar.com.tw/UPLOAD/CW/HD1076/2600340.jpg,聖傑汽車(烏日店),台中市烏日區中山路三段903號,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,HOT
7,236403,FORD,FOCUS 五門,2019,45387,758000,白,1500,2.0,汽油,手自排,1,桃園市,明士汽車《保證實車實價登錄 里程保證》,https://www.hotcar.com.tw/UPLOAD/CW/HC1066/2599009.jpg,明士汽車,桃園市桃園區三民路一段7-1號(巨蛋旁),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOT
8,236361,TOYOTA,ALTIS,2018,79267,520000,銀,1800,2.0,汽油,手自排,1,雲林縣,省油省稅空間大,https://www.hotcar.com.tw/UPLOAD/CW/HE3001/2598513.jpg,金旺昇汽車,雲林縣斗南鎮大業路45號,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,HOT
9,236338,MITSUBISHI,ZINGER,2016,71683,368000,銀,2400,2.0,汽油,自排,1,桃園市,改款五速自排 後空調型~(40餘年老店誠信經營)里程保證,https://www.hotcar.com.tw/UPLOAD/CW/HC1005/2598147.jpg,永興汽車,桃園市大溪區介壽路545號,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,HOT
10,236337,HONDA,CR-V,2016,59169,688000,白,2400,4.0,汽油,手自排,1,台中市,防疫直購 安心自駕 原廠保養 里程保證  HONDA CRV 2.4S版 4WD,https://www.hotcar.com.tw/UPLOAD/CW/HD1086/2598125.jpg,承雄汽車,台中市南屯區五權西路二段1158號,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,HOT
11,236336,NISSAN,LIVINA,2012,162579,238000,鐵灰,1600,2.0,汽油,自排,1,高雄市,HOT金鑽模範店2012年 日產 LIVINA 小車大空間,https://www.hotcar.com.tw/UPLOAD/CW/HF1001/2598097.jpg,誠品汽車,高雄市岡山區中山北路169號,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,HOT
12,236332,TOYOTA,ALTIS,2013,174806,338000,白,1800,2.0,汽油,手自排,1,高雄市,HOT金鑽模範店2013年 豐田 ALTIS 1.8 Z版 ,https://www.hotcar.com.tw/UPLOAD/CW/HF1001/2598049.jpg,誠品汽車,高雄市岡山區中山北路169號,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,HOT
13,236306,NISSAN,TIIDA 5門,2015,67769,375000,白,1600,2.0,汽油,自排,1,高雄市,日產T達1600cc2015年白色0頭款可全貸無事故有認證,https://www.hotcar.com.tw/UPLOAD/CW/HF1002/2597723.jpg,上暘汽車,高雄市鳥松區神農路856號,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,HOT
14,236294,TOYOTA,CAMRY,2018,87653,550000,黑,2000,2.0,汽油,手自排,1,嘉義市,空間大省油一手車原版件,https://www.hotcar.com.tw/UPLOAD/CW/HE2007/2597648.jpg,正泰汽車,嘉義市西區文化路1043號附1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,HOT
15,236282,TOYOTA,WISH,2011,178769,358000,鐵灰,2000,2.0,汽油,手自排,1,新竹市,最保值7人座休旅神車,https://www.hotcar.com.tw/UPLOAD/CW/HC2001/2597459.jpg,傑昇汽車,新竹市東區中華路一段245號,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,HOT
16,236262,TOYOTA,VIOS,2014,101880,350000,鐵灰,1500,2.0,汽油,自排,1,台中市,2014 TOYOTA VIOS,https://www.hotcar.com.tw/UPLOAD/CW/HD1058/2597206.jpg,詮豐汽車,台中市大里區爽文路528號,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,HOT
17,236249,MAZDA,MAZDA 5,2011,63221,328000,銀,2000,2.0,汽油,手自排,1,新北市,電動椅 天窗 七人座 螢幕 倒車顯影 里程只跑6.3萬KM,https://www.hotcar.com.tw/UPLOAD/CW/HA1005/2597049.jpg,大鴻汽車,新北市蘆洲區三民路86-2號,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,HOT
18,236214,TOYOTA,VIOS,2018,56185,398000,白,1500,2.0,汽油,手自排,1,台北市,??2018 Toyota Vios 1.5??,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2596670.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,HOT
19,236204,TOYOTA,VIOS,2018,36474,398000,白,1500,2.0,汽油,自排,1,台北市,2018 Toyota Vios 1.5雅緻,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2596572.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,HOT
20,236060,MITSUBISHI,FORTIS,2016,23665,388000,黑,1800,2.0,汽油,手自排,1,台北市,2016 Fortis 1.8 僅跑2萬,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2594694.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOT
21,235994,TOYOTA,ALTIS,2017,58903,490000,銀,1800,2.0,汽油,手自排,1,屏東縣,國民神車好開省油省稅 原版件  以認證,https://www.hotcar.com.tw/UPLOAD/CW/HF2001/2593943.jpg,輝祥汽車,屏東縣潮州鎮延平路279號,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,HOT
22,235990,MITSUBISHI,VERYCA,2019,54382,428000,深藍,1500,2.0,汽油,手排,1,台北市,2019 全新中華凌利1.5L  5MT,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2593861.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,HOT
23,235984,TOYOTA,CAMRY,2013,65145,438000,黑,2000,2.0,汽油,自排,1,桃園市,高級房車姿態現身，尊貴、大器、動感為外觀設計理念!,https://www.hotcar.com.tw/UPLOAD/CW/HC1006/2593778.jpg,正達汽車,桃園市大園區民生路99號(大園工業區路口),0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,HOT
24,235976,TOYOTA,ALTIS,2011,82745,320000,銀,1800,2.0,汽油,手自排,1,彰化縣,2011年 小改款 七速ECO 定速 恆溫 黑內裝 跑8萬 一手車,https://www.hotcar.com.tw/UPLOAD/CW/HD2008/2594250.jpg,僑輪汽車,彰化縣溪湖鎮湖東里員鹿路2段168號(溪湖NISSAN汽車正對面),0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,HOT
25,235968,NISSAN,MARCH,2013,42130,258000,紅,1500,2.0,,自排,1,台中市,安心防疫優質代步車 ,https://www.hotcar.com.tw/UPLOAD/CW/HD1086/2593642.jpg,承雄汽車,台中市南屯區五權西路二段1158號,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,HOT
26,235943,MAZDA,MAZDA 3,2018,33770,618000,白,2000,2.0,汽油,手自排,1,台中市,尊榮進化版+影音導航,https://www.hotcar.com.tw/UPLOAD/CW/HD1002/2593073.jpg,泰昌汽車,台中市大里區文心南路1326號,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HOT
27,235940,TOYOTA,CAMRY,2016,122382,498000,黑,2000,2.0,汽油,自排,1,台北市,2016 TOYOTA CAMRY 2.0,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2593033.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,HOT
28,235939,FORD,FOCUS 五門,2019,31603,798000,白,1500,2.0,,自排,1,桃園市,市場缺車 好開大馬力 省油省稅 配備滿,https://www.hotcar.com.tw/UPLOAD/CW/HC1056/2593007.jpg,群馬汽車,桃園市桃園區文中路727號,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,HOT
29,235919,TOYOTA,AURIS,2018,44338,698000,白,2000,2.0,汽油,自排,1,台北市,2018 Toyota Auris 2.0旗艦版,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2592725.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,HOT
30,235918,TOYOTA,WISH,2016,68013,558000,銀,2000,2.0,汽油,自排,1,台北市,2016 Toyota Wish 2.0,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2592707.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,HOT
31,235892,MITSUBISHI,COLT PLUS,2016,82411,368000,白,1500,2.0,,自排,1,桃園市,跑少 車況好,https://www.hotcar.com.tw/UPLOAD/CW/HC1071/2592371.jpg,金鋒汽車,桃園市平鎮區雙連里民族路雙連二段98號,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,HOT
32,235874,TOYOTA,ALTIS,2020,27650,628000,黑,1800,2.0,汽油,自排,1,桃園市,防疫優惠價最新款20年豪華影音特式版一手車9安車道偏離自動跟車煞停系統原廠保固中,https://www.hotcar.com.tw/UPLOAD/CW/HC1007/2592297.jpg,龍億汽車,桃園市桃園區春日路1607號 (家樂福春日店正隔壁),0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,HOT
33,235868,TOYOTA,ALTIS,2010,290175,238000,銀,1800,2.0,汽油,手自排,1,嘉義縣,2010年 ALTIS 1.8 銀,https://www.hotcar.com.tw/UPLOAD/CW/HE3009/2592091.jpg,長億車業,嘉義縣新港鄉南港村南港101-2號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOT
34,235840,NISSAN,KICKS,2020,17768,658000,白,1500,2.0,汽油,手自排,1,台中市,原廠保固中,https://www.hotcar.com.tw/UPLOAD/CW/HD1002/2591568.jpg,泰昌汽車,台中市大里區文心南路1326號,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,HOT
35,235809,HONDA,HR-V,2019,15090,628000,銀,1800,2.0,汽油,手自排,1,桃園市,防疫優惠價小改款20年式影音8安IKEY 僅開1萬原廠保固中 有這部何必買新車,https://www.hotcar.com.tw/UPLOAD/CW/HC1007/2591115.jpg,龍億汽車,桃園市桃園區春日路1607號 (家樂福春日店正隔壁),0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,HOT
36,235787,TOYOTA,SIENTA,2018,106951,488000,白,1800,2.0,汽油,自排,1,桃園市,2018 TOYOTA SIENTA 1.8 五人座,https://www.hotcar.com.tw/UPLOAD/CW/HC1032/2590823.jpg,金程汽車,桃園市平鎮區金陵路2段130號,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,HOT
37,235763,FORD,FOCUS 五門,2015,67256,398000,深藍,2000,2.0,汽油,手自排,1,嘉義市,2015年福特 FOCUS 2.0 天窗 藍色,https://www.hotcar.com.tw/UPLOAD/CW/HE2001/2590466.jpg,宇勝汽車,嘉義市西區北港路920-1號,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,HOT
38,235747,FORD,FOCUS 五門,2020,6495,809000,白,1500,2.0,汽油,手自排,1,台中市,防疫溫馨直購 輕鬆擁有 FOCUS 1.5 LOMMEL 電動椅,https://www.hotcar.com.tw/UPLOAD/CW/HD1086/2590218.jpg,承雄汽車,台中市南屯區五權西路二段1158號,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,HOT
39,235722,HONDA,FIT,2016,37098,458000,白,1500,2.0,,手自排,1,新竹市,一手車,https://www.hotcar.com.tw/UPLOAD/CW/HC2001/2589942.jpg,傑昇汽車,新竹市東區中華路一段245號,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,HOT
40,235714,SUZUKI,CARRY,2020,3081,428000,銀,1500,2.0,汽油,手排,1,高雄市,鈴木吉利貨車1500cc 2020銀色0頭款可全貸,https://www.hotcar.com.tw/UPLOAD/CW/HF1002/2589765.jpg,上暘汽車,高雄市鳥松區神農路856號,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HOT
41,235709,HYUNDAI,SANTA FE,2015,64091,558000,銀,2200,2.0,柴油,手自排,1,台中市,Santafe?2.2?柴油 貴族版,https://www.hotcar.com.tw/UPLOAD/CW/HD1002/2589680.jpg,泰昌汽車,台中市大里區文心南路1326號,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,HOT
42,235610,TOYOTA,SIENTA,2018,91603,528000,銀,1800,2.0,汽油,自排,1,雲林縣,原廠七人座休旅車省油省稅空間大,https://www.hotcar.com.tw/UPLOAD/CW/HE3001/2588204.jpg,金旺昇汽車,雲林縣斗南鎮大業路45號,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,HOT
43,235570,HONDA,CITY,2018,79667,518000,銀,1500,2.0,汽油,手自排,1,新北市,VTI-S版！正一手女用車！LED頭燈！導航！快撥！定速！原廠保養！,https://www.hotcar.com.tw/UPLOAD/CW/HA1005/2587927.jpg,大鴻汽車,新北市蘆洲區三民路86-2號,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,HOT
44,235569,NISSAN,TEANA,2010,252218,188000,白,2500,2.0,汽油,手自排,1,台北市,TEANA 優質代步 全額貸款 0931-074-207 鄭先生,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2587923.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,HOT
45,235564,TOYOTA,YARIS,2019,15481,548000,白,1500,2.0,汽油,手自排,1,彰化縣,2020/03領牌 大鴨 電折後視鏡 多功能安卓螢幕 後座六四分離 防滑,https://www.hotcar.com.tw/UPLOAD/CW/HD2008/2590280.jpg,僑輪汽車,彰化縣溪湖鎮湖東里員鹿路2段168號(溪湖NISSAN汽車正對面),0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,HOT
46,235562,MITSUBISHI,DELICA,2014,33441,389000,銀,2400,2.0,汽油,手排,1,彰化縣,2014年 公里數極少 里程保證 一手車 內外超漂亮,https://www.hotcar.com.tw/UPLOAD/CW/HD2008/2587952.jpg,僑輪汽車,彰化縣溪湖鎮湖東里員鹿路2段168號(溪湖NISSAN汽車正對面),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOT
47,235550,TOYOTA,AURIS,2019,22104,728000,白,2000,2.0,汽油,手自排,1,台中市,HOT AURIS COROLLA Sport 五門勁跑 精裝滿配 原漆 低里程,https://www.hotcar.com.tw/UPLOAD/CW/HD1086/2589934.jpg,承雄汽車,台中市南屯區五權西路二段1158號,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,HOT
48,235540,NISSAN,LIVINA,2018,46004,458000,白,1600,2.0,汽油,自排,1,台中市,價格合理 空間運用方便 中小型SUV輕休旅 LIVINA 1.6行家皮椅版,https://www.hotcar.com.tw/UPLOAD/CW/HD1086/2587470.jpg,承雄汽車,台中市南屯區五權西路二段1158號,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,HOT
49,235519,LUXGEN,S5 TURBO,2016,103771,380000,白,1800,2.0,汽油,手自排,1,屏東縣,一手車,https://www.hotcar.com.tw/UPLOAD/CW/HF2001/2590178.jpg,輝祥汽車,屏東縣潮州鎮延平路279號,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,HOT
50,235491,HONDA,CR-V,2010,196684,368000,黑,2000,2.0,汽油,自排,1,桃園市,熱銷CRV~天窗~舒適休旅車~桃園車讚安心好店,https://www.hotcar.com.tw/UPLOAD/CW/HC1006/2586669.jpg,正達汽車,桃園市大園區民生路99號(大園工業區路口),1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,HOT
51,235475,TOYOTA,ALTIS,2018,42227,468000,銀,1800,2.0,汽油,手自排,1,台中市,New?Altis經典版,https://www.hotcar.com.tw/UPLOAD/CW/HD1002/2586353.jpg,泰昌汽車,台中市大里區文心南路1326號,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,HOT
52,235460,SUZUKI,SX4,2016,38751,468000,白,1600,2.0,汽油,自排,1,桃園市,新款SX4低里程僅跑3萬8原廠保養16年一手女用車7安I-key換檔撥片恆溫定速,https://www.hotcar.com.tw/UPLOAD/CW/HC1007/2587048.jpg,龍億汽車,桃園市桃園區春日路1607號 (家樂福春日店正隔壁),0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,HOT
53,235425,HONDA,CR-V,2010,165674,398000,鐵灰,2000,2.0,汽油,自排,1,基隆市,省油 操控佳 空間大 馬?強,https://www.hotcar.com.tw/UPLOAD/CW/HA2005/2585674.jpg,詮昌汽車,基隆市安樂區基金一路47-1號,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,HOT
54,235406,TOYOTA,RAV4,2012,137696,358000,銀,2400,2.0,汽油,自排,1,台北市,2012 toyota rav4 2.4,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2585428.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,HOT
55,235399,FORD,FOCUS 五門,2018,27168,558000,白,1500,2.0,汽油,手自排,1,台中市,Focus 1.5,https://www.hotcar.com.tw/UPLOAD/CW/HD1076/2585338.jpg,聖傑汽車(烏日店),台中市烏日區中山路三段903號,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,HOT
56,235374,NISSAN,SENTRA,2014,96698,338000,白,1800,2.0,汽油,自排,1,嘉義市,2014年日產 SENTRA 1.8 I-KEY  白色,https://www.hotcar.com.tw/UPLOAD/CW/HE2001/2585012.jpg,宇勝汽車,嘉義市西區北港路920-1號,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,HOT
57,235370,TOYOTA,INNOVA,2016,129446,355000,銀,2000,2.0,汽油,自排,1,嘉義市,空間大省油一手車原版件,https://www.hotcar.com.tw/UPLOAD/CW/HE2007/2584922.jpg,正泰汽車,嘉義市西區文化路1043號附1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,HOT
58,235346,TOYOTA,ALTIS,2017,76211,488000,紅,1800,2.0,汽油,手自排,1,桃園市,讓利車行  歡迎單幫哥調車+問問不用錢LINE:hot0932365775,https://www.hotcar.com.tw/UPLOAD/CW/HC1032/2584679.jpg,金程汽車,桃園市平鎮區金陵路2段130號,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,HOT
59,235343,NISSAN,LIVINA,2012,182993,198000,黑,1600,2.0,汽油,自排,1,台中市,車況佳  漂亮車  有保固  CP值高 喜歡可談,https://www.hotcar.com.tw/UPLOAD/CW/HD1067/2584586.jpg,威尼斯汽車城,台中市梧棲區台灣大道八段323號,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,HOT
60,235340,FORD,FOCUS,2016,27785,458000,紅,1600,2.0,汽油,自排,1,新北市,熱血鋼炮！低里程！原版件認證車庫車！正一手女用！來店購車享加油金及免費保養乙次！,https://www.hotcar.com.tw/UPLOAD/CW/HA1005/2584536.jpg,大鴻汽車,新北市蘆洲區三民路86-2號,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,HOT
61,235338,MAZDA,MAZDA 3,2012,161833,358000,黑,2000,2.0,汽油,手自排,1,新竹市,潮流掀背車五門馬自達三,https://www.hotcar.com.tw/UPLOAD/CW/HC2001/2588156.jpg,傑昇汽車,新竹市東區中華路一段245號,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,HOT
62,235306,TOYOTA,ALTIS,2019,26109,598000,白,1800,2.0,汽油,手自排,1,雲林縣,省油省稅空間大,https://www.hotcar.com.tw/UPLOAD/CW/HE3001/2584068.jpg,金旺昇汽車,雲林縣斗南鎮大業路45號,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,HOT
63,235291,TOYOTA,RAV4,2014,104688,598000,黑,2000,2.0,,手自排,1,屏東縣,經典休旅車  大家的最愛 RAV4  家庭用 載貨用都很方便 少跑 有認證,https://www.hotcar.com.tw/UPLOAD/CW/HF2001/2583774.jpg,輝祥汽車,屏東縣潮州鎮延平路279號,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,HOT
64,235288,TOYOTA,SIENTA,2017,95000,490000,鐵灰,1800,2.0,汽油,手自排,1,屏東縣,一手車  五人座頂級款 單邊滑門 原廠影音系統 抬頭顯示器 行車紀錄器 ,https://www.hotcar.com.tw/UPLOAD/CW/HF2001/2583753.jpg,輝祥汽車,屏東縣潮州鎮延平路279號,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,HOT
65,235287,TOYOTA,CAMRY,2011,125500,395000,黑,2400,2.0,汽油,手自排,1,屏東縣,稀有2400cc camry    數量稀有 少跑 ,https://www.hotcar.com.tw/UPLOAD/CW/HF2001/2583725.jpg,輝祥汽車,屏東縣潮州鎮延平路279號,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,HOT
66,235274,TOYOTA,ALTIS,2020,20958,698000,銀,1800,2.0,油電,自排,1,桃園市,全方位提升進化，致力提供車主超乎想像的駕馭樂趣與乘坐舒適。,https://www.hotcar.com.tw/UPLOAD/CW/HC1006/2583582.jpg,正達汽車,桃園市大園區民生路99號(大園工業區路口),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOT
67,235261,TOYOTA,YARIS,2018,26839,490000,黑,1500,2.0,,手自排,1,屏東縣,一手車  原廠影音系統 衛星導航 倒車影像 藍芽 行車紀錄器  抬頭顯示器,https://www.hotcar.com.tw/UPLOAD/CW/HF2001/2583454.jpg,輝祥汽車,屏東縣潮州鎮延平路279號,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,HOT
68,235258,TOYOTA,CAMRY,2015,63940,539000,黑,2000,2.0,汽油,手自排,1,屏東縣,超大空間 里程少跑  原版件 ,https://www.hotcar.com.tw/UPLOAD/CW/HF2001/2583420.jpg,輝祥汽車,屏東縣潮州鎮延平路279號,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,HOT
69,235233,MITSUBISHI,DELICA,2015,90821,378000,銀,2400,2.0,汽油,手排,1,桃園市,~(40餘年老店誠信經營)里程保證,https://www.hotcar.com.tw/UPLOAD/CW/HC1005/2583060.jpg,永興汽車,桃園市大溪區介壽路545號,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,HOT
70,235229,NISSAN,SENTRA,2014,64968,368000,黑,1800,2.0,汽油,自排,1,雲林縣,省油省稅空間大,https://www.hotcar.com.tw/UPLOAD/CW/HE3001/2582997.jpg,金旺昇汽車,雲林縣斗南鎮大業路45號,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,HOT
71,235206,TOYOTA,VIOS,2011,139667,198000,鐵灰,1500,2.0,汽油,自排,1,雲林縣,省油省稅代步車,https://www.hotcar.com.tw/UPLOAD/CW/HE3001/2582591.jpg,金旺昇汽車,雲林縣斗南鎮大業路45號,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,HOT
72,235161,FORD,KUGA,2017,13417,798000,棕,2000,4.0,汽油,自排,1,台北市,KUGA 2.0 四輪傳動 頂級版 僅跑1萬 0931-074-207 鄭先生,https://www.hotcar.com.tw/UPLOAD/CW/HB1003/2581981.jpg,鴻揚汽車,台北市北投區承德路6段483-3號,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HOT
73,235159,NISSAN,LIVINA,2013,122205,298000,白,1600,2.0,汽油,自排,1,桃園市,5人座小休旅~好駕馭!,https://www.hotcar.com.tw/UPLOAD/CW/HC1006/2581932.jpg,正達汽車,桃園市大園區民生路99號(大園工業區路口),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOT
74,235158,TOYOTA,YARIS,2012,164024,328000,鐵灰,1500,2.0,汽油,自排,1,桃園市,耐開不壞~好駕馭小車~省油!,https://www.hotcar.com.tw/UPLOAD/CW/HC1006/2581919.jpg,正達汽車,桃園市大園區民生路99號(大園工業區路口),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOT
75,235121,FORD,KUGA,2015,214778,418000,白,1500,2.0,汽油,自排,1,桃園市,稅金少 配備多  安全有保障 開過KUGA就回不去其他休旅車,https://www.hotcar.com.tw/UPLOAD/CW/HC1056/2581428.jpg,群馬汽車,桃園市桃園區文中路727號,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,HOT
76,235028,MITSUBISHI,OUTLANDER,2018,53087,758000,白,2400,4.0,汽油,手自排,1,桃園市,市面唯一正七人座旗艦版新車120萬天窗ACC換檔撥片盲點影音4WD電尾門原廠保養,https://www.hotcar.com.tw/UPLOAD/CW/HC1007/2580305.jpg,龍億汽車,桃園市桃園區春日路1607號 (家樂福春日店正隔壁),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,HOT
