,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_door,car_seat,car_cylinderVolumn,car_driveMode,car_gearType,verified,source
7400,MAZDA,MAZDA 5 ,2013,94240.0,458000,灰,5,7,2000,2,手自排,1.0,SUM
7401,SUZUKI,SUPER CARRY,2015,42454.0,338000,銀,2,2,1600,2,手排,1.0,SUM
7402,TOYOTA,WISH ,2012,127090.0,388000,白,5,5,2000,2,手自排,1.0,SUM
7403,TOYOTA,RAV4 ,2015,90000.0,598000,灰,5,5,2500,2,手自排,1.0,SUM
7404,TOYOTA,SIENTA,2019,30000.0,628000,白,5,5,1800,2,自排,1.0,SUM
7405,PORSCHE,MACAN,2015,100118.0,1688000,白,5,5,3000,4,自手排,1.0,SUM
7406,MITSUBISHI,VERYCA 貨車,2016,79091.0,378000,藍,2,2,1300,2,手排,1.0,SUM
7407,HONDA,CR-V ,2016,70000.0,638000,灰,5,5,2400,2,手自排,1.0,SUM
7408,FORD,FIESTA ,2014,125471.0,298000,藍,5,5,1500,2,自手排,1.0,SUM
7409,HONDA,CR-V ,2009,190000.0,298000,灰,5,5,2000,4,自排,1.0,SUM
7410,BENZ,B-CLASS W246 ,2015,75000.0,718000,黑,5,5,1600,2,手自排,1.0,SUM
7411,BENZ,E-CLASS W213 ,2016,43216.0,1690000,黑,4,5,2000,2,手自排,1.0,SUM
7412,BENZ,C-CLASS W205 COUPE ,2017,28800.0,1658000,黑,2,5,2000,4,手自排,1.0,SUM
7413,MITSUBISHI,OUTLANDER IO ,2011,112383.0,298000,黑,5,5,2400,2,手自排,1.0,SUM
7414,BENZ,CLA-CLASS,2015,89568.0,1180000,黑,4,5,2000,2,自手排,1.0,SUM
7415,NISSAN,TEANA ,2012,128209.0,328000,棕,4,5,2000,2,自排,1.0,SUM
7416,TOYOTA,RAV4 ,2018,57338.0,788000,黑,5,5,2000,2,手自排,1.0,SUM
7417,BENZ,B-CLASS W246 ,2013,92000.0,698000,灰,5,5,1800,2,手自排,1.0,SUM
7418,BENZ,B-CLASS W246 ,2014,81000.0,718000,白,5,5,1600,2,手自排,1.0,SUM
7419,TOYOTA,YARIS ,2016,50000.0,435000,灰,5,5,1500,2,手自排,1.0,SUM
7420,BENZ,B-CLASS W246 ,2014,106132.0,758000,黑,5,5,1600,2,手自排,1.0,SUM
7421,MAZDA,MAZDA 6 ,2015,58000.0,568000,銀,4,5,2000,2,手自排,1.0,SUM
7422,MITSUBISHI,LANCER IO ,2014,90000.0,378000,灰,4,5,1800,2,手自排,1.0,SUM
7423,NISSAN,SERENA ,2009,134844.0,329000,白,5,7,2500,2,自排,1.0,SUM
7424,VW,VENTO,2015,40985.0,388000,白,4,5,1600,2,手自排,1.0,SUM
7425,NISSAN,X-TRAIL ,2018,39000.0,688000,灰,5,5,2000,2,手自排,1.0,SUM
7426,BENZ,C-CLASS SEDAN W205 ,2015,80370.0,1280000,白,4,5,2000,2,手自排,1.0,SUM
7427,NISSAN,MURANO,2013,70918.0,448000,藍,5,5,3500,4,手自排,1.0,SUM
7428,LUXGEN,S5 TURBO ECO HYPER,2016,23097.0,388000,灰,4,5,1800,2,手自排,1.0,SUM
7429,HONDA,CR-V ,2011,149000.0,398000,灰,5,5,2400,2,自排,1.0,SUM
7430,TOYOTA,RAV4 ,2013,57106.0,658000,銀,5,5,2500,2,手自排,1.0,SUM
7431,SUZUKI,SUPER CARRY,2014,87058.0,280000,藍,2,2,1600,2,手排,1.0,SUM
7432,MITSUBISHI,DELICA貨車,2016,96161.0,375000,白,2,3,2400,2,手排,1.0,SUM
7433,BENZ,GLC-CLASS ,2015,64016.0,1580000,黑,5,5,2000,2,手自排,1.0,SUM
7434,HYUNDAI,IX35,2015,54000.0,488000,白,5,2,2000,2,手自排,1.0,SUM
7435,BENZ,GLC-CLASS ,2016,64016.0,1680000,黑,5,5,2000,4,手自排,1.0,SUM
7436,SUBARU,OUTBACK ,2013,127233.0,499000,灰,5,5,2500,4,手自排,1.0,SUM
7437,BENZ,B-CLASS W246 ,2016,45000.0,898000,藍,5,5,1600,2,手自排,1.0,SUM
7438,SMART,FORFOUR ,2017,60000.0,568000,紅,5,5,900,2,手自排,1.0,SUM
7439,MITSUBISHI,VERYCA貨車 ,2014,115810.0,315000,藍白,2,2,1300,2,手排,1.0,SUM
7440,MAZDA,MAZDA 3 ,2012,80000.0,368000,紫,5,5,2000,2,手自排,1.0,SUM
7441,TOYOTA,INNOVA,2013,95866.0,298000,銀,5,5,2000,2,自排,1.0,SUM
7442,BENZ,B-CLASS W246 ,2014,92384.0,728000,白,5,5,1600,2,手自排,1.0,SUM
7443,FORD,FOCUS 5D,2015,75327.0,398000,銀,5,5,2000,2,自手排,1.0,SUM
7444,MITSUBISHI,ZINGER,2013,137628.0,249000,銀,5,5,2400,2,手排,1.0,SUM
7445,MITSUBISHI,DELICA貨車,2013,99891.0,295000,白,2,3,2400,2,手排,1.0,SUM
7446,BENZ,C-CLASS SEDAN W205 ,2015,82830.0,1190000,黑,4,5,2000,2,手自排,1.0,SUM
7447,BMW,3 SERIES SEDAN F30 ,2015,90000.0,777000,白,4,5,1600,2,手自排,1.0,SUM
7448,FORD,KUGA ,2015,98000.0,558000,黑,5,5,2000,4,自手排,1.0,SUM
7449,BMW,5 SERIES SEDAN F10,2016,44690.0,1500000,黑,4,5,2000,2,手自排,1.0,SUM
7450,PORSCHE,911 CARRERA,2016,628.0,4990000,灰,2,4,3000,2,自手排,1.0,SUM
7451,TOYOTA,CAMRY ,2014,65599.0,468000,黑,4,5,2500,2,手自排,1.0,SUM
7452,FORD,ECONOVAN廂車,2009,184646.0,198000,藍白,2,3,2000,2,手排,1.0,SUM
7456,BMW,X5 F15 ,2014,70000.0,1098000,白,5,5,3000,4,手自排,1.0,SUM
7458,FORD,FOCUS TDCI ,2013,128000.0,338000,白,5,5,2000,2,自手排,1.0,SUM
7459,LEXUS,RX ,2011,80000.0,428000,銀,5,5,3500,4,手自排,1.0,SUM
7462,LEXUS,ES ,2014,70000.0,618000,銀,4,5,2500,2,手自排,1.0,SUM
7465,TOYOTA,HIACE SOLEMIO,2002,97400.0,298000,白,5,8,2700,2,自排,1.0,SUM
7467,VOLVO,XC60,2012,92000.0,448000,黑,5,5,2400,4,手自排,1.0,SUM
7468,AUDI,A3 SPORTBACK ,2012,113017.0,488000,白,5,5,2000,2,自手排,1.0,SUM
7469,AUDI,Q7 ,2012,90000.0,578000,白,5,7,3000,4,手自排,1.0,SUM
7471,PEUGEOT,208,2013,65384.0,368000,白,5,5,1600,2,手自排,1.0,SUM
7474,VW,PASSAT ,2011,180000.0,328000,白,4,5,2000,2,自手排,1.0,SUM
7475,BENZ,CLS-CLASS W219,2008,172489.0,658000,白,4,5,5500,2,手自排,1.0,SUM
7476,TOYOTA,VIOS ,2005,155791.0,158000,白,4,5,1500,2,自排,1.0,SUM
7477,NISSAN,SUPER SENTRA ,2015,77422.0,328000,銀,4,5,1800,2,自排,1.0,SUM
7480,INFINITI,G SEDAN,2012,90000.0,388000,灰,4,5,2500,2,手自排,1.0,SUM
7481,BENZ,A-CLASS W176,2013,120000.0,798000,白,5,5,1600,2,自手排,1.0,SUM
7485,NISSAN,NEW BLUEBIRD SYLPHY,2012,143457.0,188000,黑,4,5,2000,2,自排,1.0,SUM
7486,HYUNDAI,GRAND STAREX ,2017,77118.0,798000,黑,5,8,2500,2,手自排,1.0,SUM
7487,BENZ,E-CLASS W212 ,2009,176677.0,538000,黑,4,5,1800,2,手自排,1.0,SUM
7488,TOYOTA,WISH ,2008,121456.0,258000,棕,5,7,2000,2,手自排,1.0,SUM
7489,FORD,KUGA ,2013,226821.0,398000,綠,5,5,1600,2,手自排,1.0,SUM
7491,BENZ,S-CLASS W221 ,2009,175286.0,538000,黑,4,5,3500,2,手自排,1.0,SUM
7492,MAZDA,CX-9,2012,93000.0,258000,藍,5,7,3700,4,手自排,1.0,SUM
7500,BMW,5 SERIES SEDAN F10,2014,72000.0,698000,黑,4,5,2000,2,手自排,1.0,SUM
7502,BMW,X5 F15 ,2014,145205.0,1208000,黑,5,5,2000,4,手自排,1.0,SUM
7503,VW,GOLF VI,2011,98000.0,388000,黑,5,5,1400,2,自手排,1.0,SUM
7504,BMW,5 SERIES GRAN TURISMO F07,2013,90000.0,798000,黑,5,5,2000,2,手自排,1.0,SUM
7505,LEXUS,CT200H ,2012,120791.0,608000,白,5,5,1800,2,自排,1.0,SUM
7510,MITSUBISHI,CANTER ,2008,142245.0,568000,藍,2,3,3000,2,手排,1.0,SUM
7512,LEXUS,NX,2015,60000.0,948000,棕,5,5,2500,2,手自排,1.0,SUM
7513,TOYOTA,YARIS ,2007,250160.0,179000,白,5,5,1500,2,自排,1.0,SUM
7518,VW,GOLF VI,2012,100000.0,338000,灰,5,5,1600,2,自手排,1.0,SUM
7519,HYUNDAI,SANTA FE ,2014,70000.0,488000,黑,5,5,2200,4,手自排,1.0,SUM
7521,VW,T5 CARAVELLE LWB,2014,75000.0,638000,灰,4,9,2000,2,手自排,1.0,SUM
7526,BENZ,E-CLASS W212 ,2011,196289.0,688000,銀,4,5,1800,2,手自排,1.0,SUM
7530,TOYOTA,SIENNA ,2011,80000.0,578000,白,5,8,3500,2,手自排,1.0,SUM
7531,TOYOTA,CAMRY ,2006,95673.0,238000,銀,4,5,2000,2,自排,1.0,SUM
7533,LEXUS,IS ,2006,110000.0,278000,銀,4,5,2500,2,手自排,1.0,SUM
7534,MAZDA,CX-9,2012,90000.0,258000,藍,5,7,3700,4,手自排,1.0,SUM
7535,TOYOTA,SIENNA ,2011,90000.0,588000,白,5,8,3500,2,手自排,1.0,SUM
7539,BENZ,C-CLASS SEDAN W204 ,2012,93369.0,728000,黑,4,5,1800,2,手自排,1.0,SUM
7540,VW,TOURAN ,2014,70000.0,408000,棕,5,7,1600,2,自手排,1.0,SUM
7541,INFINITI,FX SUV ,2009,110000.0,408000,灰,5,5,3500,4,手自排,1.0,SUM
7545,VW,TIGUAN ,2008,100000.0,258000,灰,5,5,2000,4,手自排,1.0,SUM
7549,BENZ,GLK-CLASS X204 ,2014,70000.0,828000,銀,5,5,2200,4,手自排,1.0,SUM
7551,AUDI,A5 SPORTBACK 8TA ,2014,35000.0,898000,黑,5,5,1800,2,手自排,1.0,SUM
7554,VW,GOLF VI PLUS,2010,197508.0,278000,白,5,5,1400,2,手自排,1.0,SUM
7558,BMW,3 SERIES SEDAN E90 ,2010,100000.0,328000,黑,4,5,2000,2,手自排,1.0,SUM
7559,FORD,I-MAX,2008,148833.0,238000,銀,5,7,2000,2,手自排,1.0,SUM
7560,BENZ,B-CLASS W246 ,2012,212223.0,578000,白,5,5,1800,2,手自排,1.0,SUM
7562,BMW,7 SERIES SEDAN E38,1999,222835.0,188000,黑,4,5,2800,2,手自排,1.0,SUM
7563,LEXUS,RX ,2006,150000.0,248000,銀,5,5,3500,4,手自排,1.0,SUM
7565,BENZ,C-CLASS SEDAN W204 ,2011,102171.0,638000,銀,2,5,1800,2,手自排,1.0,SUM
7566,PORSCHE,CAYENNE ,2012,26000.0,898000,黑,5,9,3000,2,手自排,1.0,SUM
7568,TOYOTA,RAV4,2011,90000.0,338000,藍,5,5,2400,2,自排,1.0,SUM
7569,PORSCHE,CAYENNE ,2012,170610.0,980000,黑,5,5,3000,4,自手排,1.0,SUM
7573,LEXUS,NX,2015,70000.0,898000,銀,5,5,2500,2,手自排,1.0,SUM
7574,SUBARU,LEGACY,2011,140000.0,388000,白,4,5,2500,4,手自排,1.0,SUM
7580,SUZUKI,SWIFT ,2007,190000.0,238000,灰,5,5,1500,2,自排,1.0,SUM
7581,VOLVO,S60,2012,90000.0,378000,黑,4,5,2000,2,手自排,1.0,SUM
7582,BENZ,E-CLASS W211 ,2002,147934.0,168000,銀,4,5,3200,2,手自排,1.0,SUM
7585,FORD,MONDEO TDCI ,2011,141692.0,188000,灰,4,5,2000,2,自手排,1.0,SUM
7586,BENZ,C-CLASS SEDAN W204 ,2013,132614.0,830000,白,4,5,1800,2,手自排,1.0,SUM
7587,SUZUKI,SWIFT ,2012,175871.0,298000,藍,5,5,1400,2,自排,1.0,SUM
7590,LEXUS,RX ,2007,219121.0,358000,銀,5,5,3500,4,手自排,1.0,SUM
7591,LEXUS,RX ,2005,178336.0,288000,白,5,5,3300,4,自排,1.0,SUM
7592,HONDA,CR-V ,2008,184225.0,328000,黑,5,5,2000,2,自排,1.0,SUM
7594,FORD,FOCUS TDCI ,2012,145600.0,228000,白,5,5,2000,2,手自排,1.0,SUM
7599,INFINITI,FX SUV ,2006,281528.0,188000,黑,5,5,3500,4,手自排,1.0,SUM
7600,SUZUKI,SX4 4D,2009,86645.0,248000,白,4,5,1600,2,自排,1.0,SUM
7601,AUDI,A8 D3 ,2009,122081.0,398000,黑,4,4,3200,2,手自排,1.0,SUM
7602,MITSUBISHI,COLT PLUS ,2007,180674.0,148000,藍,5,5,1600,2,自排,1.0,SUM
7604,FORD,ECONOVAN廂車,2008,129721.0,218000,銀,5,5,2000,2,手排,1.0,SUM
7605,MAZDA,TRIBUTE ,2002,220277.0,118000,灰,5,5,2000,4,自排,1.0,SUM
7607,TOYOTA,VIOS ,2008,300000.0,168000,黑,4,5,1500,2,自排,1.0,SUM
7608,VW,TIGUAN ,2009,212454.0,298000,灰,5,5,2000,4,手自排,1.0,SUM
7612,VW,GOLF VI,2011,95472.0,358000,黑,5,5,1400,2,自手排,1.0,SUM
7616,FORD,MUSTANG ,2014,80000.0,1088000,灰,2,4,2300,2,手自排,1.0,SUM
7620,TOYOTA,CAMRY ,2007,67230.0,288000,黑,4,5,2000,2,自排,1.0,SUM
7622,BENZ,S-CLASS W221 ,2007,190000.0,458000,黑,4,5,3000,2,手自排,1.0,SUM
7623,TOYOTA,RAV4,2009,12345.0,338000,黑,5,5,2400,2,自排,1.0,SUM
7624,FORD,FOCUS ,2006,190000.0,158000,灰,5,5,2000,2,手排,1.0,SUM
7625,MAZDA,MAZDA 5 ,2008,0.0,258000,白,5,7,2000,2,手自排,1.0,SUM
7626,NISSAN,CABSTAR ,2006,1.0,238000,淺藍,2,3,3200,2,手排,1.0,SUM
7627,NISSAN,TEANA ,2006,168228.0,168000,黑,4,5,2300,2,自排,1.0,SUM
7628,MITSUBISHI,CANTER ,2014,0.0,758000,白,2,3,3000,2,手排,1.0,SUM
7629,BENZ,M-CLASS W166,2013,0.0,1250000,灰,5,5,3000,4,手自排,1.0,SUM
7630,AUDI,S4,2010,0.0,880000,紅黑,4,5,3000,4,自手排,1.0,SUM
7631,TOYOTA,ZACE SURF 貨車 ,2007,171800.0,298000,白,2,2,1800,2,手排,1.0,SUM
7633,VW,POLO,2003,0.0,138000,黑,5,5,1400,2,自排,1.0,SUM
7634,FORD,METROSTAR,2003,0.0,128000,黑,4,5,2000,2,自排,1.0,SUM
7635,BMW,3 SERIES SEDAN E46,2002,157975.0,288000,紅,4,5,2000,2,手自排,1.0,SUM
7636,FORD,TIERRA ACTIVA MAGIC ,2007,90311.0,168000,銀,5,5,1600,2,自排,1.0,SUM
7637,MITSUBISHI,SAVRIN INSPIRE,2005,888888.0,168000,棕,5,5,2000,2,手自排,1.0,SUM
7638,BENZ,300E,1988,0.0,138000,灰,4,5,3000,2,自排,1.0,SUM
7639,MITSUBISHI,SPACE GEAR,2003,88888.0,178000,紫灰,5,7,2400,2,自排,1.0,SUM
7640,BMW,7 SERIES SEDAN E66,2005,0.0,368000,灰,4,5,4000,2,手自排,1.0,SUM
7641,MAZDA,PREMACY,2003,88888.0,138000,黑,5,7,2000,2,自排,1.0,SUM
7642,MITSUBISHI,NEW LANCER,2001,88888.0,88000,白,4,5,1600,2,手自排,1.0,SUM
7643,HONDA,CITY,2001,88888.0,108000,銀,4,5,1500,2,自排,1.0,SUM
7644,BENZ,E-CLASS W211 ,2002,198000.0,568000,黑,4,5,2600,2,手自排,1.0,SUM
7651,NISSAN,KICKS,2020,29974.0,588000,銀,5,5,1500,2,自排,1.0,SUM
7652,MITSUBISHI,ZINGER,2016,152417.0,338000,銀,5,5,2400,2,自排,1.0,SUM
7655,MITSUBISHI,COLT PLUS ,2013,400000.0,238000,灰,5,5,1500,2,手自排,1.0,SUM
7659,MAZDA,MAZDA 3 ,2010,139925.0,268000,灰,4,5,2000,2,手自排,1.0,SUM
7661,MAZDA,MAZDA 3 5D ,2017,60000.0,680000,白,5,5,2000,2,手自排,1.0,SUM
7668,VW,PASSAT ,2015,60000.0,478000,白,4,5,1800,2,自手排,1.0,SUM
7672,TOYOTA,CAMRY ,2010,155264.0,255000,銀,4,5,2400,2,手自排,1.0,SUM
7673,HYUNDAI,IX35,2016,86056.0,488000,白,5,5,2000,2,手自排,1.0,SUM
7674,TOYOTA,WISH ,2009,170000.0,358000,灰,5,7,2000,2,手自排,1.0,SUM
7682,NISSAN,LIVINA,2014,75718.0,338000,銀,5,5,1600,2,自排,1.0,SUM
7684,TOYOTA,RAV4 ,2013,130000.0,498000,白,5,5,2500,4,手自排,1.0,SUM
7685,SUBARU,FORESTER ,2016,73549.0,569000,灰,5,5,2000,4,手自排,1.0,SUM
7688,MAZDA,CX-3,2016,96088.0,568000,白,5,5,2000,2,手自排,1.0,SUM
7695,TOYOTA,AURIS,2018,29521.0,698000,銀,5,5,2000,2,手自排,1.0,SUM
7696,BENZ,GLE-CLASS COUPE ,2017,70685.0,2080000,銀,5,5,3000,4,手自排,1.0,SUM
7700,TOYOTA,ALTIS ,2016,68775.0,458000,白,4,5,1800,2,手自排,1.0,SUM
7704,HYUNDAI,ELANTRA EX ,2015,88113.0,438000,白,4,5,1800,2,手自排,1.0,SUM
7705,HYUNDAI,PORTER,2019,37706.0,635000,白,2,2,2500,2,自排,1.0,SUM
7706,TOYOTA,CAMRY ,2010,174791.0,288000,灰,4,5,2000,2,自排,1.0,SUM
7707,TOYOTA,VIOS ,2014,97404.0,258000,銀,4,5,1500,2,自排,1.0,SUM
7708,TOYOTA,ALTIS ,2014,54858.0,388000,白,4,5,1800,2,手自排,1.0,SUM
7709,BENZ,CLA-CLASS,2015,60120.0,1188000,黑,4,5,2000,2,手自排,1.0,SUM
7711,BMW,3 SERIES SEDAN F30,2016,80000.0,1050000,白,4,5,2000,2,手自排,1.0,SUM
7712,NISSAN,LIVINA,2015,61524.0,388000,灰,5,5,1600,2,自排,1.0,SUM
7713,BMW,7 SERIES SEDAN G11,2017,52000.0,2358000,黑,4,5,3000,2,手自排,1.0,SUM
7714,FORD,FIESTA 5D HATCHBACK,2013,49090.0,268000,藍,5,5,1600,2,自排,1.0,SUM
7715,NISSAN,ROGUE ,2014,175727.0,418000,黑,5,5,2500,2,自排,1.0,SUM
7716,MAZDA,MAZDA 5 ,2013,179950.0,388000,白,5,7,2000,2,手自排,1.0,SUM
7717,TOYOTA,ALTIS ,2013,117618.0,428000,黑,4,5,1800,2,手自排,1.0,SUM
7728,NISSAN,LIVINA,2016,124985.0,367000,白,5,5,1600,2,自排,1.0,SUM
7735,MITSUBISHI,VERYCA 貨車,2015,99587.0,325000,白,2,2,1300,2,手排,1.0,SUM
7737,FORD,KUGA ,2018,47939.0,700000,紅,5,5,1500,2,手自排,1.0,SUM
7740,MITSUBISHI,DELICA貨車,2013,125615.0,269000,藍,2,3,2400,2,手排,1.0,SUM
7741,PORSCHE,PANAMERA,2018,52532.0,3680000,紫,5,4,3000,2,自手排,1.0,SUM
7752,MAZDA,MAZDA 3 5D ,2015,81058.0,588000,灰,5,5,2000,2,手自排,1.0,SUM
7753,MITSUBISHI,OUTLANDER ,2010,166446.0,318000,黑,5,5,2400,4,手自排,1.0,SUM
7754,TOYOTA,YARIS ,2015,76583.0,378000,白,5,5,1500,2,自排,1.0,SUM
7761,TOYOTA,ALTIS ,2016,43981.0,450000,銀,4,5,1800,2,手自排,1.0,SUM
7762,FORD,I-MAX,2009,155997.0,250000,灰,5,7,2000,2,手自排,1.0,SUM
7763,HONDA,CR-V ,2010,110392.0,350000,灰,5,5,2000,2,自排,1.0,SUM
7766,MITSUBISHI,LANCER FORTIS ,2011,80000.0,258000,白,4,5,2000,2,手自排,1.0,SUM
7770,BENZ,CLA-CLASS SHOOTING BRAKE ,2018,65876.0,1490000,白,5,5,2000,2,自手排,1.0,SUM
7771,HONDA,FIT ,2010,200000.0,268000,藍,5,5,1500,2,手自排,1.0,SUM
7773,MITSUBISHI,SUPER DELICA,2018,84333.0,418000,銀,5,8,2400,2,手排,1.0,SUM
7774,MITSUBISHI,COLT PLUS IO ,2012,145161.0,250000,藍,5,5,1600,2,手自排,1.0,SUM
7777,SUZUKI,JIMNY,2021,8.0,898000,灰,3,5,1500,4,自排,1.0,SUM
7778,MAZDA,MAZDA 3 ,2010,110000.0,328000,黑,5,5,2000,2,手自排,1.0,SUM
7782,HYUNDAI,GRAND STAREX ,2015,277160.0,498000,黑,5,9,2500,2,手自排,1.0,SUM
7783,FORD,ECONOVAN貨車 ,2009,218173.0,165000,藍,2,3,2000,2,手排,1.0,SUM
7784,SUZUKI,SUPER CARRY,2017,49214.0,345000,白彩繪,2,2,1600,2,手排,1.0,SUM
7808,HONDA,CR-V ,2013,147338.0,468000,白,5,5,2400,2,手自排,1.0,SUM
7811,NISSAN,BIG TIIDA 5D ,2013,191862.0,265000,銀,5,5,1600,2,自排,1.0,SUM
7815,MAZDA,MAZDA 3 5D ,2014,70000.0,435000,白,5,5,2000,2,手自排,1.0,SUM
7820,MITSUBISHI,DELICA 廂車,2018,102644.0,385000,銀,5,8,2400,2,手排,1.0,SUM
7821,TOYOTA,VIOS ,2009,158801.0,220000,白,4,5,1500,2,自排,1.0,SUM
7822,MITSUBISHI,DELICA廂車 ,2011,329890.0,185000,銀,5,8,2400,2,手排,1.0,SUM
7828,NISSAN,TIIDA 5D ,2012,212194.0,277000,白,5,5,1800,2,自排,1.0,SUM
7832,FORD,ECONOVAN貨車 ,2012,123018.0,225000,白,2,3,2000,2,手排,1.0,SUM
7842,MAZDA,MAZDA 3 5D ,2013,60500.0,338000,藍,5,5,1600,2,手自排,1.0,SUM
7851,MITSUBISHI,NEW DELICA 貨車,2020,1853.0,535000,白,2,3,2400,2,自排,1.0,SUM
7852,MITSUBISHI,DELICA貨車,2018,41797.0,398000,藍,2,3,2400,2,手排,1.0,SUM
7854,TOYOTA,ALTIS ,2010,208141.0,298000,灰,4,5,1800,2,手自排,1.0,SUM
7861,TOYOTA,VIOS ,2016,140000.0,328000,銀,4,5,1500,2,手自排,1.0,SUM
7864,FORD,FOCUS 5D ,2017,128914.0,398000,白,5,5,1600,2,自手排,1.0,SUM
7875,MITSUBISHI,VERYCA 貨車,2016,114610.0,310000,白,2,2,1300,2,手排,1.0,SUM
7876,BENZ,C-CLASS SEDAN W205 ,2015,63336.0,1380000,白,4,5,2000,2,手自排,1.0,SUM
7878,NISSAN,LIVINA,2016,97963.0,358000,紅,5,5,1600,2,自排,1.0,SUM
7879,HONDA,CIVIC,2013,85932.0,388000,白,4,5,1800,2,手自排,1.0,SUM
7880,FORD,FOCUS 4D,2014,59772.0,298000,銀,4,5,1600,2,自手排,1.0,SUM
7882,MITSUBISHI,VERYCA貨車 ,2009,160842.0,185000,藍,2,2,1200,2,手排,1.0,SUM
7887,MITSUBISHI,ZINGER,2011,156936.0,218000,黑,5,5,2400,2,自排,1.0,SUM
7892,MITSUBISHI,DELICA貨車,2018,56000.0,338000,白,2,3,2400,2,手排,1.0,SUM
7894,HYUNDAI,IX35,2011,172163.0,318000,灰,5,5,2400,4,手自排,1.0,SUM
7896,MITSUBISHI,VERYCA貨車 ,2012,89027.0,260000,藍,2,2,1300,2,手排,1.0,SUM
7901,SUZUKI,JIMNY,2021,10.0,878000,灰,5,5,1500,4,自排,1.0,SUM
7912,MITSUBISHI,DELICA 廂車,2013,178432.0,285000,白,5,7,2400,2,手排,1.0,SUM
7918,HYUNDAI,MATRIX ,2010,258656.0,138000,白,5,5,1600,2,自排,1.0,SUM
7922,FORD,KUGA ,2013,71042.0,398000,白,5,5,2000,2,手自排,1.0,SUM
7925,MITSUBISHI,SUPER DELICA,2015,69000.0,338000,白,5,3,2400,2,手排,1.0,SUM
7933,MITSUBISHI,VERYCA 廂車,2015,131592.0,348000,白,5,5,1300,2,手排,1.0,SUM
7934,TOYOTA,ALTIS ,2016,104180.0,468000,黑,4,5,1800,2,手自排,1.0,SUM
7941,BENZ,GLC-CLASS ,2017,58000.0,1880000,灰,5,5,2000,4,手自排,1.0,SUM
7951,TOYOTA,RAV4 ,2018,63284.0,768000,銀,5,5,2000,2,手自排,1.0,SUM
7960,BENZ,GLC-CLASS ,2019,14839.0,1950000,黑,5,5,2000,4,手自排,1.0,SUM
7961,FORD,ESCAPE ,2010,75000.0,288000,黑,5,5,2300,4,自排,1.0,SUM
7964,MITSUBISHI,LANCER FORTIS ,2009,71537.0,190000,黑,4,5,1800,2,手自排,1.0,SUM
7968,MITSUBISHI,ZINGER,2017,181363.0,338000,銀,5,5,2400,2,自排,1.0,SUM
7972,MAHINDRA,SCORPIO,2018,33664.0,850000,銀,4,5,2200,4,手排,1.0,SUM
7975,NISSAN,LIVINA,2014,116956.0,328000,紅,5,5,1600,2,自排,1.0,SUM
7977,MAZDA,MAZDA 3 5D ,2013,129426.0,348000,黑,5,5,1600,2,手自排,1.0,SUM
7980,MAHINDRA,SCORPIO,2017,79577.0,578000,黑,2,5,2200,2,手排,1.0,SUM
7981,MITSUBISHI,VERYCA 貨車,2015,80857.0,375000,藍,2,2,1300,4,手排,1.0,SUM
7982,BMW,X3 G01,2019,29700.0,1880000,白,5,5,2000,2,手自排,1.0,SUM
7983,MITSUBISHI,VERYCA貨車 ,2014,135869.0,288000,藍,2,2,1300,2,手排,1.0,SUM
7985,FORD,FOCUS 5D,2015,112000.0,438000,黑,5,5,2000,2,自手排,1.0,SUM
7990,TOYOTA,ALTIS ,2018,77000.0,528000,灰,4,5,1800,2,手自排,1.0,SUM
7992,LEXUS,ES ,2016,52109.0,1088000,白,4,5,2000,2,手自排,1.0,SUM
7995,NISSAN,LIVINA,2018,32303.0,399000,白,5,5,1600,2,自排,1.0,SUM
7999,TOYOTA,VIOS ,2009,120000.0,208000,黑,4,5,1500,2,自排,1.0,SUM
8000,NISSAN,SUPER SENTRA ,2015,105212.0,375000,白,4,5,1800,2,自排,1.0,SUM
8005,LUXGEN,LUXGEN7 MPV 2.2T,2011,86301.0,328000,黑,5,7,2200,2,手自排,1.0,SUM
8009,BENZ,GLC-CLASS ,2019,33800.0,1980000,白,5,5,2000,2,手自排,1.0,SUM
8010,BENZ,GLC-CLASS ,2017,29900.0,1790000,白,5,5,2000,2,手自排,1.0,SUM
8011,MITSUBISHI,VERYCA貨車 ,2014,160982.0,268000,銀,2,2,1300,2,手排,1.0,SUM
8014,NISSAN,BIG TIIDA 5D ,2015,80000.0,398000,紅,5,5,1600,2,自排,1.0,SUM
8016,BENZ,CLA-CLASS,2018,30700.0,1460000,白,4,5,2000,2,自手排,1.0,SUM
8018,MITSUBISHI,VERYCA 貨車,2015,75477.0,298000,白,2,2,1300,2,手排,1.0,SUM
8020,HONDA,CITY ,2018,26438.0,518000,藍,4,5,1500,2,手自排,1.0,SUM
8024,NISSAN,BIG TIIDA 5D ,2013,95000.0,368000,黑,5,5,1600,2,自排,1.0,SUM
8026,TOYOTA,CAMRY ,2017,54223.0,588000,灰,4,5,2000,2,手自排,1.0,SUM
8028,HONDA,ODYSSEY ,2017,10905.0,1298000,紫,5,7,2400,2,手自排,1.0,SUM
8043,MITSUBISHI,COLT PLUS ,2011,184408.0,180000,白,5,5,1600,2,自排,1.0,SUM
8054,TOYOTA,ALTIS ,2014,120000.0,398000,白,4,5,1800,2,手自排,1.0,SUM
