,BRANDNM,CARTYPENM,CARYY,KM,SALAMT,source
5332,SUZUKI,SWIFT,2008,100000,228000,HOT
5333,M-BENZ,C-CLASS ESTATE,2017,39000,1850000,HOT
5334,NISSAN,LIVINA,2009,170101,208000,HOT
5335,HYUNDAI,ELANTRA,2017,83392,368000,HOT
5336,NISSAN,TIIDA 5門,2011,132235,268000,HOT
5337,MITSUBISHI,CANTER,2005,308366,348000,HOT
5338,TOYOTA,ZACE SURF,2005,163366,138000,HOT
5339,M-BENZ,S400,2014,100000,1680000,HOT
5340,TOYOTA,WISH,2005,272734,158000,HOT
5341,MITSUBISHI,CANTER,2009,168503,588000,HOT
5342,HONDA,CIVIC,2010,110000,268000,HOT
5343,TOYOTA,VIOS,2009,161187,195000,HOT
5344,NISSAN,SENTRA,2014,151717,305000,HOT
5345,TOYOTA,SIENTA,2017,78329,455000,HOT
5346,TOYOTA,ALTIS,2012,191112,338000,HOT
5347,MAZDA,MAZDA 3,2014,78525,388000,HOT
5348,FORD,ESCAPE,2013,167178,268000,HOT
5349,TOYOTA,ALTIS,2010,158190,258000,HOT
5350,MAZDA,CX-5,2015,120000,598000,HOT
5351,MAZDA,CX-5,2018,32289,848000,HOT
5352,FORD,FIESTA,2014,163981,340000,HOT
5353,TOYOTA,INNOVA,2016,100592,345000,HOT
5354,TOYOTA,HIACE,2004,163069,228000,HOT
5355,MAZDA,MAZDA 5,2010,148210,298000,HOT
5356,VOLKSWAGEN,GOLF,1999,348365,88000,HOT
5357,MITSUBISHI,DELICA,2008,129321,168000,HOT
5358,NISSAN,SENTRA,2006,137289,80000,HOT
5359,BMW,X5,2002,143983,168000,HOT
5360,HONDA,CR-V,2011,277885,340000,HOT
5361,MITSUBISHI,COLT PLUS,2016,100000,310000,HOT
5362,HONDA,CR-V,2014,100000,579000,HOT
5363,SUZUKI,SWIFT,2009,114766,308000,HOT
5364,TOYOTA,SIENTA,2018,84833,468000,HOT
5365,MITSUBISHI,FORTIS,2011,93467,270000,HOT
5366,VOLKSWAGEN,TOURAN,2012,143710,288000,HOT
5367,VOLKSWAGEN,PASSAT,2011,50000,368000,HOT
5368,NISSAN,TIIDA 5門,2013,84161,358000,HOT
5369,LUXGEN,7 SUV,2011,167874,248000,HOT
5370,NISSAN,TIIDA 5門,2009,174000,188000,HOT
5371,MINI,MINI JCW,2013,119000,838000,HOT
5372,MITSUBISHI,CANTER,2015,190000,798000,HOT
5373,HONDA,ACCORD,2004,175701,99000,HOT
5374,TOYOTA,ZACE,2004,147821,148000,HOT
5375,MITSUBISHI,VERYCA,2016,52717,358000,HOT
5376,TOYOTA,ALTIS,2016,43580,488000,HOT
5377,BMW,528I,2014,71254,998000,HOT
5378,VOLKSWAGEN,GOLF,2005,222646,199000,HOT
5379,HYUNDAI,GETZ,2004,118926,108000,HOT
5380,TOYOTA,ZACE SURF,2005,212818,158000,HOT
5381,NISSAN,MARCH,2015,32000,268000,HOT
5382,SUBARU,XV,2017,74650,688000,HOT
5383,VOLKSWAGEN,TOURAN,2014,123708,399000,HOT
5384,MAZDA,MAZDA3 5門,2012,122160,278000,HOT
5385,TOYOTA,ALTIS,2013,256818,279000,HOT
5386,FORD,FOCUS 四門,2011,117390,228000,HOT
5387,LUXGEN,7 SUV,2010,120471,188000,HOT
5388,TOYOTA,ALTIS,2013,80627,350000,HOT
5389,TOYOTA,ALTIS,2015,150000,428000,HOT
5390,HONDA,CIVIC,2011,142002,368000,HOT
5391,NISSAN,TIIDA 5門,2014,125150,358000,HOT
5392,M-BENZ,C300,2009,115286,599000,HOT
5393,HONDA,CIVIC,2012,82379,299000,HOT
5394,BMW,M5 SEDAN,2012,72344,1680000,HOT
5395,BMW,320I,2005,220000,268000,HOT
5396,TOYOTA,VIOS,2009,230000,188000,HOT
5397,MAZDA,MAZDA3 5門,2018,53445,599000,HOT
5398,HONDA,HR-V,2020,6980,778000,HOT
5399,TOYOTA,YARIS,2017,58744,488000,HOT
5400,TOYOTA,CAMRY,2003,224375,128000,HOT
5401,TOYOTA,ALTIS,2006,271155,138000,HOT
5402,TOYOTA,COROLLA CROSS HYBRID,2021,5,768000,HOT
5403,TOYOTA,COROLLA CROSS HYBRID,2021,5,818000,HOT
5404,TOYOTA,VIOS,2010,122065,188000,HOT
5405,FORD,ECONOVAN,2011,229488,199000,HOT
5406,MITSUBISHI,DELICA,2009,138816,228000,HOT
5407,TOYOTA,ALTIS,2011,180000,278000,HOT
5408,HONDA,CIVIC,2009,175667,278000,HOT
5409,TOYOTA,WISH,2006,200000,150000,HOT
5410,HYUNDAI,ELANTRA,2016,90000,458000,HOT
5411,MITSUBISHI,SAVRIN,2011,104379,258000,HOT
5412,FORD,FIESTA,2017,103000,308000,HOT
5413,TOYOTA,SIENTA,2019,11957,638000,HOT
5414,MAZDA,MAZDA 2,2009,136709,278000,HOT
5415,TOYOTA,SIENTA,2017,80000,458000,HOT
5416,BMW,118i,2017,56025,960000,HOT
5417,HONDA,FIT,2014,150000,368000,HOT
5418,VOLKSWAGEN,GOLF,2007,160000,208000,HOT
5419,M-BENZ,GLC250,2016,115588,1480000,HOT
5420,HONDA,CIVIC,2014,220000,398000,HOT
5421,LUXGEN,M7 TURBO,2010,210000,228000,HOT
5422,LEXUS,IS250,2007,182525,358000,HOT
5423,LUXGEN,7 SUV,2011,165143,228000,HOT
5424,MITSUBISHI,OUTLANDER,2018,4000,788000,HOT
5425,TOYOTA,VIOS,2005,326507,108000,HOT
5426,LUXGEN,U6 TURBO,2015,145512,438000,HOT
5427,BMW,5 SERIES TOURING,2011,140000,880000,HOT
5428,NISSAN,LIVINA,2017,128871,318000,HOT
5429,HONDA,CIVIC,2008,120225,245000,HOT
5430,BMW,X1,2014,89523,828000,HOT
5431,NISSAN,TEANA,2011,120958,288000,HOT
5432,LUXGEN,7 MPV,2013,41973,328000,HOT
5433,TOYOTA,WISH,2005,177085,178000,HOT
5434,FORD,FIESTA,2009,156811,188000,HOT
5435,BMW,3 SERIES TOURING,2013,140000,1180000,HOT
5436,M-BENZ,C300,2015,80311,1108000,HOT
5437,MITSUBISHI,LANCER FORTIS,2008,224600,138000,HOT
5438,MAZDA,MAZDA 3,2005,157090,168000,HOT
5439,TOYOTA,ALTIS,2010,129000,298000,HOT
5440,NISSAN,JUKE,2013,78376,498000,HOT
5441,FORD,KUGA,2018,12873,698000,HOT
5442,TOYOTA,CAMRY,2007,243987,168000,HOT
5443,VOLKSWAGEN,GOLF GTI,2012,168572,605000,HOT
5444,VOLKSWAGEN,PASSAT,2007,175172,158000,HOT
5445,HONDA,FIT,2012,126416,298000,HOT
5446,M-BENZ,E280,2007,131313,378000,HOT
5447,BMW,X6,2009,174000,788000,HOT
5448,LUXGEN,U7 TURBO,2010,210660,198000,HOT
5449,SUBARU,WRX,2019,50088,1088000,HOT
5450,VOLKSWAGEN,T4,2002,68000,298000,HOT
5451,TOYOTA,ALTIS,2018,96000,668000,HOT
5452,NISSAN,GT-R,2012,82670,2780000,HOT
5453,SUZUKI,SWIFT,2006,150000,218000,HOT
5454,BMW,316,2014,163666,758000,HOT
5455,SUZUKI,SWIFT,2005,170968,188000,HOT
5456,TOYOTA,ALTIS,2018,167447,458000,HOT
5457,SUBARU,WRX,2014,120000,788000,HOT
5458,MITSUBISHI,ZINGER,2015,59184,358000,HOT
5459,MITSUBISHI,COLT PLUS,2016,78582,308000,HOT
5460,M-BENZ,C300,2010,170000,528000,HOT
5461,SUZUKI,IGNIS,2021,20,858000,HOT
5462,LEXUS,RX450h,2017,40000,1670000,HOT
5463,FORD,FOCUS 五門,2018,40000,558000,HOT
5464,FORD,FOCUS 四門,2011,209000,228000,HOT
5465,FORD,FIESTA,2015,150000,378000,HOT
5466,FORD,FIESTA,2014,150000,388000,HOT
5467,LUXGEN,S5 TURBO,2018,16000,428000,HOT
5468,LUXGEN,M7 TURBO,2010,222933,188000,HOT
5469,M-BENZ,CLA250,2016,91354,1368000,HOT
5470,MAHINDRA,KUV100,2019,12737,358000,HOT
5471,SUZUKI,JIMNY,2005,135000,258000,HOT
5472,BMW,7 SERIES SEDAN,2009,106510,528000,HOT
5473,M-BENZ,C300,2015,90000,1128000,HOT
5474,TOYOTA,ZACE SURF,2004,244164,168000,HOT
5475,MAZDA,MAZDA 3,2010,102444,238000,HOT
5476,HONDA,CIVIC,2011,200000,358000,HOT
5477,MAZDA,MAZDA 3,2010,150109,298000,HOT
5478,TOYOTA,YARIS,2007,150101,198000,HOT
5479,NISSAN,KICKS,2020,10000,668000,HOT
5480,MITSUBISHI,OUTLANDER,2008,200000,228000,HOT
5481,FORD,ESCAPE,2011,200000,238000,HOT
5482,FORD,ESCAPE,2008,170000,158000,HOT
5483,M-BENZ,A180,2016,40000,1038000,HOT
5484,FORD,ESCAPE,2010,190000,198000,HOT
5485,MITSUBISHI,VERYCA,1991,243000,108000,HOT
5486,TOYOTA,YARIS,2017,37215,428000,HOT
5487,NISSAN,LIVINA,2018,80792,388000,HOT
5488,SUBARU,FORESTER,2018,69676,888000,HOT
5489,TOYOTA,RAV4,2014,206622,495000,HOT
5490,HONDA,CR-V,2008,119981,288000,HOT
5491,TOYOTA,ALTIS,2016,1798,478000,HOT
5492,HONDA,CIVIC,2012,118632,455000,HOT
5493,TOYOTA,ALTIS,2012,227952,256000,HOT
5494,MITSUBISHI,ZINGER,2015,273662,248000,HOT
5495,LUXGEN,7 SUV,2013,98000,288000,HOT
5496,TOYOTA,ALTIS,2016,53276,438000,HOT
5497,TOYOTA,WISH,2011,332139,308000,HOT
5498,BMW,530,2017,62147,1690000,HOT
5499,FORD,FOCUS 四門,2013,145000,298000,HOT
5500,MITSUBISHI,DELICA,2011,176612,218000,HOT
5501,TOYOTA,YARIS,2017,120000,398000,HOT
5502,VOLKSWAGEN,POLO,2014,90000,298000,HOT
5503,HYUNDAI,ELANTRA,2015,110000,428000,HOT
5504,HYUNDAI,ELANTRA,2012,127846,299000,HOT
5505,BMW,328I,2016,46630,1398000,HOT
5506,HONDA,FIT,2013,176000,329000,HOT
5507,M-BENZ,GLC 300,2019,7937,2298000,HOT
5508,MITSUBISHI,VERYCA,2009,140193,168000,HOT
5509,TOYOTA,VIOS,2005,260000,158000,HOT
5510,MAZDA,MAZDA 3,2019,17000,798000,HOT
5511,M-BENZ,GLC 300,2018,13284,1828000,HOT
5512,BMW,530,2017,200000,1730000,HOT
5513,BENTLEY,CONTINENTAL,2006,94655,1490000,HOT
5514,M-BENZ,CLA250,2015,80676,950000,HOT
5515,BMW,M6 COUPE,2012,83722,2200000,HOT
5516,MITSUBISHI,COLT PLUS,2013,76000,258000,HOT
5517,MAZDA,MAZDA 3,2018,46000,628000,HOT
5518,HONDA,CIVIC,2015,80000,538000,HOT
5519,VOLKSWAGEN,GOLF GTI,2017,77912,1250000,HOT
5520,NISSAN,TIIDA,2007,206498,288000,HOT
5521,LEXUS,IS300h,2014,110000,780000,HOT
5522,KIA,KAON,2010,176168,458000,HOT
5523,MITSUBISHI,CANTER,2003,150000,348000,HOT
5524,HONDA,CIVIC,2008,193558,245000,HOT
5525,HONDA,CIVIC,2007,161064,258000,HOT
5526,M-BENZ,GLC 300,2018,15744,1828000,HOT
5527,NISSAN,LIVINA,2014,142552,298000,HOT
5528,M-BENZ,CLA45 AMG,2014,80000,1480000,HOT
5529,NISSAN,TIIDA 5門,2013,161200,358000,HOT
5530,M-BENZ,CLA250,2019,111,1998000,HOT
5531,BMW,328I,2016,61380,1268000,HOT
5532,MAZDA,MAZDA 5,2009,230744,328000,HOT
5533,HYUNDAI,IX35,2016,69912,508000,HOT
5534,TOYOTA,RAV4,2013,110000,458000,HOT
5535,TOYOTA,WISH,2005,200000,178000,HOT
5536,TOYOTA,WISH,2005,170000,168000,HOT
5537,TOYOTA,ALTIS,2015,140000,378000,HOT
5538,VOLKSWAGEN,TIGUAN,2011,122819,388000,HOT
5539,MAZDA,MAZDA3 5門,2012,160000,268000,HOT
5540,PORSCHE,MACAN,2020,7573,2798000,HOT
5541,SUZUKI,SWIFT,2008,224851,238000,HOT
5542,VOLKSWAGEN,T6 CARAVELLE,2017,80197,1180000,HOT
5543,MITSUBISHI,GRAND LANCER,2020,18,558000,HOT
5544,NISSAN,X-TRAIL,2015,103301,499000,HOT
5545,TOYOTA,WISH,2004,268198,158000,HOT
5546,MITSUBISHI,VARICA,2006,300323,168000,HOT
5547,MITSUBISHI,ZINGER,2015,130000,279000,HOT
5548,HONDA,FIT,2014,67898,498000,HOT
5549,NISSAN,TEANA,2015,102641,288000,HOT
5550,HYUNDAI,TUCSON,2006,151688,168000,HOT
5551,NISSAN,MARCH,1998,200000,128000,HOT
5552,NISSAN,MARCH,2006,90000,168000,HOT
5553,NISSAN,MARCH,2001,280000,148000,HOT
5554,MITSUBISHI,OUTLANDER,2018,7651,778000,HOT
5555,NISSAN,X-TRAIL,2017,20457,558000,HOT
5556,TOYOTA,RAV4,2015,77476,598000,HOT
5557,TOYOTA,PRIUS,2019,18152,858000,HOT
5558,HONDA,FIT,2009,300000,228000,HOT
5559,BMW,530I,2017,80000,1888000,HOT
5560,LUXGEN,U7 TURBO,2011,109527,225000,HOT
5561,SUZUKI,SOLIO,2006,83092,165000,HOT
5562,NISSAN,TIIDA 5門,2010,288148,195000,HOT
5563,MAZDA,MAZDA 3,2014,126013,395000,HOT
5564,FORD,MONDEO,2014,50000,628000,HOT
5565,TOYOTA,VIOS,2003,201559,88000,HOT
5566,HONDA,ACCORD,2004,216309,98000,HOT
5567,FORD,ESCAPE,2013,134716,238000,HOT
5568,HONDA,CIVIC,2014,177011,450000,HOT
5569,BMW,330,2019,28000,1780000,HOT
5570,HONDA,CR-V,2016,104578,638000,HOT
5571,AUDI,A5 COUPE,2014,80000,880000,HOT
5572,BMW,120I,2006,150000,288000,HOT
5573,M-BENZ,E300,2016,50800,1628000,HOT
5574,MAZDA,MAZDA 6,2009,139000,188000,HOT
5575,AUDI,A5 COUPE,2018,41426,1490000,HOT
5576,M-BENZ,CLA250,2017,82697,1368000,HOT
5577,TOYOTA,CAMRY,2008,290000,258000,HOT
5578,MITSUBISHI,ZINGER,2011,180480,238000,HOT
5579,TOYOTA,ZACE SURF,2002,135734,125000,HOT
5580,NISSAN,TIIDA 5門,2011,173119,258000,HOT
5581,LEXUS,ES350,2010,274050,210000,HOT
5582,TOYOTA,VIOS,2017,99123,325000,HOT
5583,MAZDA,MAZDA 5,2008,216239,308000,HOT
5584,HONDA,FIT,2012,230000,286000,HOT
5585,MAZDA,MAZDA 2,2009,193000,230000,HOT
5586,TOYOTA,CAMRY,2011,187000,298000,HOT
5587,TOYOTA,ALTIS,2010,149718,238000,HOT
5588,VOLKSWAGEN,PASSAT,2010,45988,238000,HOT
5589,PORSCHE,MACAN,2019,25867,2898000,HOT
5590,M-BENZ,E-CLASS,2004,201938,268000,HOT
5591,NISSAN,TIIDA 5門,2010,149186,238000,HOT
5592,SUZUKI,SWIFT,2009,114741,278000,HOT
5593,PORSCHE,MACAN,2019,18599,2838000,HOT
5594,MAZDA,MAZDA 3,2015,75660,495000,HOT
5595,TOYOTA,ALTIS,2010,154092,258000,HOT
5596,BMW,328I,2016,75877,1298000,HOT
5597,HONDA,CIVIC,2006,248659,228000,HOT
5598,SUZUKI,SWIFT,2007,150000,220000,HOT
5599,SUZUKI,SX4,2015,95078,418000,HOT
5600,MAZDA,TRIBUTE,2008,235325,228000,HOT
5601,MITSUBISHI,ZINGER,2013,160749,268000,HOT
5602,TOYOTA,ALTIS,2016,70159,528000,HOT
5603,FORD,KUGA,2017,152663,658000,HOT
5604,M-BENZ,C200K,2006,107083,318000,HOT
5605,NISSAN,TIIDA 5門,2013,160000,288000,HOT
5606,HONDA,FIT,2013,180000,288000,HOT
5607,FORD,FIESTA,2012,133510,248000,HOT
5608,MITSUBISHI,SAVRIN,2008,280000,158000,HOT
5609,NISSAN,LIVINA,2015,65604,328000,HOT
5610,M-BENZ,GLE400,2016,70000,1558000,HOT
5611,FORD,I-MAX,2009,120000,208000,HOT
5612,TOYOTA,ALTIS,2005,240000,138000,HOT
5613,HYUNDAI,ELANTRA,2012,70000,388000,HOT
5614,MAZDA,MAZDA3 5門,2011,80000,328000,HOT
5615,HONDA,CIVIC,2006,276685,298000,HOT
5616,HYUNDAI,VERNA,2017,80000,328000,HOT
5617,FORD,MONDEO,2009,250000,198000,HOT
5618,MITSUBISHI,SAVRIN,2005,160000,128000,HOT
5619,M-BENZ,GLC 300,2020,12988,2338000,HOT
5620,LUXGEN,U6 TURBO,2014,165231,298000,HOT
5621,HONDA,CIVIC,2014,130000,428000,HOT
5622,BMW,1 SERIES,2014,149000,888000,HOT
5623,TOYOTA,YARIS,2012,107983,298000,HOT
5624,FORD,I-MAX,2008,248000,158000,HOT
5625,MAZDA,MAZDA 5,2013,50000,398000,HOT
5626,TOYOTA,CAMRY HYBRID,2019,13000,898000,HOT
5627,TOYOTA,CAMRY,2016,50000,469000,HOT
5628,FORD,KUGA,2015,67000,588000,HOT
5629,NISSAN,TIIDA 5門,2014,172576,268000,HOT
5630,M-BENZ,CLA250,2016,60506,1368000,HOT
5631,VOLVO,V40,1997,140000,88000,HOT
5632,FORD,FOCUS 五門,2017,72653,468000,HOT
5633,M-BENZ,C300,2015,90000,1068000,HOT
5634,SUBARU,FORESTER,2011,245959,318000,HOT
5635,M-BENZ,C300,2017,28500,1498000,HOT
5636,FORD,I-MAX,2009,235000,215000,HOT
5637,NISSAN,TIIDA,2018,50000,398000,HOT
5638,M-BENZ,C300,2017,79091,1398000,HOT
5639,M-BENZ,A180,2012,65000,680000,HOT
5640,M-BENZ,GLC 300,2018,19375,2198000,HOT
5641,HONDA,FIT,2015,120656,438000,HOT
5642,PORSCHE,MACAN,2019,17107,2798000,HOT
5643,HONDA,CR-V,2014,130000,598000,HOT
5644,FORD,FIESTA,2016,70000,468000,HOT
5645,TOYOTA,ALTIS,2017,25626,468000,HOT
5646,M-BENZ,CLA250,2014,47498,1098000,HOT
5647,LUXGEN,U7 TURBO,2011,195525,200000,HOT
5648,M-BENZ,C200,2014,79093,1080000,HOT
5649,BMW,640I GRAN COUPE,2016,78521,1688000,HOT
5650,HYUNDAI,TRAJET,2005,110000,88000,HOT
5651,M-BENZ,C300,2016,87000,1298000,HOT
5652,M-BENZ,GLC 300,2018,67000,1738000,HOT
5653,BMW,328I,2012,139000,798000,HOT
5654,M-BENZ,E300,2017,64000,1598000,HOT
5655,LEXUS,RX330,2004,207253,198000,HOT
5656,SUZUKI,SOLIO,2009,118668,178000,HOT
5657,MAZDA,MAZDA 5,2015,50000,518000,HOT
5658,BMW,730,2016,16350,1880000,HOT
5659,FORD,FOCUS 五門,2013,147844,358000,HOT
5660,FORD,FOCUS 五門,2010,194269,198000,HOT
5661,NISSAN,TIIDA,2015,112522,400000,HOT
5662,BMW,320I,2006,147763,288000,HOT
5663,BMW,523I,2006,230000,389000,HOT
5664,MAZDA,MAZDA 3,2011,110000,298000,HOT
5665,M-BENZ,GLC 300,2018,54461,2198000,HOT
5666,HONDA,CIVIC,2007,240000,238000,HOT
5667,BMW,530I,2017,41760,1768000,HOT
5668,BMW,M3 SEDAN,2017,25488,2498000,HOT
5669,NISSAN,TIIDA 5門,2015,58682,418000,HOT
5670,NISSAN,TIIDA 5門,2013,140000,330000,HOT
5671,HONDA,CIVIC,2014,130000,488000,HOT
5672,HONDA,FIT,2011,128000,328000,HOT
5673,HYUNDAI,IX35,2011,99292,326000,HOT
5674,M-BENZ,GLC 300,2016,97362,1580000,HOT
5675,HYUNDAI,TUCSON,2019,38519,738000,HOT
5676,MITSUBISHI,DELICA,2002,166000,158000,HOT
5677,AUDI,A6,2007,180000,228000,HOT
5678,M-BENZ,GLC 300,2017,54851,1990000,HOT
5679,BMW,428I GRAN COUPE,2016,59069,1398000,HOT
5680,M-BENZ,A220,2019,5592,1498000,HOT
5681,M-BENZ,C43 AMG,2017,63520,1898000,HOT
5682,FORD,FOCUS 五門,2017,39966,658000,HOT
5683,M-BENZ,C250,2014,80000,1168000,HOT
5684,HYUNDAI,ELANTRA,2019,25995,499000,HOT
5685,VOLVO,XC60,2013,150000,578000,HOT
5686,TOYOTA,ALTIS,2011,202266,288000,HOT
5687,BMW,218i,2020,15334,1438000,HOT
5688,NISSAN,TIIDA 5門,2017,60000,438000,HOT
5689,TOYOTA,WISH,2006,220000,198000,HOT
5690,MITSUBISHI,ZINGER,2014,57511,298000,HOT
5691,NISSAN,LIVINA,2012,200368,238000,HOT
5692,LUXGEN,U6 TURBO,2013,170000,338000,HOT
5693,LUXGEN,M7 TURBO,2016,210000,498000,HOT
5694,BMW,530I,2018,51000,1980000,HOT
5695,TOYOTA,YARIS,2010,115577,268000,HOT
5696,NISSAN,TIIDA 5門,2017,41543,435000,HOT
5697,M-BENZ,E240,2002,150000,188000,HOT
5698,BMW,M5 SEDAN,2012,72000,1780000,HOT
5699,TOYOTA,ALTIS,2012,100000,229000,HOT
5700,BMW,328I,2012,145266,888000,HOT
5701,TOYOTA,WISH,2005,258086,158000,HOT
5702,NISSAN,MARCH,2012,90816,268000,HOT
5703,HONDA,CIVIC,2007,202924,268000,HOT
5704,HONDA,CIVIC,2006,111002,8000000,HOT
5705,VOLVO,V50,2006,200000,268000,HOT
5706,MINI,COOPER COUNTRY MAN,2012,82867,798000,HOT
5707,TOYOTA,INNOVA,2013,139615,298000,HOT
5708,MITSUBISHI,ZINGER,2012,132666,220000,HOT
5709,MITSUBISHI,VERYCA,2009,88000,228000,HOT
5710,TOYOTA,RAV4,2013,55077,578000,HOT
5711,TOYOTA,ALTIS,2014,140202,418000,HOT
5712,TOYOTA,ALTIS,2012,180000,348000,HOT
5713,LEXUS,RX200t,2017,21944,1498000,HOT
5714,BMW,220i,2016,44843,1068000,HOT
5715,MITSUBISHI,ZINGER,2016,129839,338000,HOT
5716,TOYOTA,ALTIS,2009,140150,268000,HOT
5717,SUZUKI,SWIFT,2008,165476,178000,HOT
5718,BMW,328I,2015,58834,1228000,HOT
5719,M-BENZ,GLC 300,2019,9638,2338000,HOT
5720,M-BENZ,C300,2017,32745,1498000,HOT
5721,VOLKSWAGEN,TIGUAN,2011,194147,308000,HOT
5722,M-BENZ,C300,2017,36217,1498000,HOT
5723,BMW,328I,2015,81256,1298000,HOT
5724,MITSUBISHI,OUTLANDER,2008,206451,248000,HOT
5725,MITSUBISHI,LANCER IO,2015,70570,400000,HOT
5726,TOYOTA,ALTIS,2017,83106,438000,HOT
5727,NISSAN,LIVINA,2017,128077,450000,HOT
5728,MITSUBISHI,CANTER,2019,54000,980000,HOT
5729,SUBARU,XV,2014,245000,360000,HOT
5730,HONDA,FIT,2016,67700,458000,HOT
5731,TOYOTA,VIOS,2006,100794,168000,HOT
5732,TOYOTA,WISH,2007,150302,158000,HOT
5733,MITSUBISHI,VERYCA,2010,186150,228000,HOT
5734,TOYOTA,ALTIS,2007,190000,130000,HOT
5735,TOYOTA,YARIS,2011,190000,230000,HOT
5736,SUBARU,FORESTER,2012,115029,488000,HOT
5737,HYUNDAI,ELANTRA,2013,90000,398000,HOT
5738,MAZDA,MAZDA 6,2002,230000,128000,HOT
5739,NISSAN,X-TRAIL,2004,340000,138000,HOT
5740,M-BENZ,GLA250,2017,35533,1378000,HOT
5741,TOYOTA,CAMRY,2013,100000,349000,HOT
5742,BMW,330,2017,41152,1338000,HOT
5743,TOYOTA,YARIS,2007,220000,198000,HOT
5744,AUDI,A4,2008,174584,298000,HOT
5745,FORD,FOCUS ST,2006,180000,308000,HOT
5746,NISSAN,SERENA Q-RV,2005,171516,188000,HOT
5747,MITSUBISHI,VERYCA,2005,235477,168000,HOT
5748,HONDA,CIVIC,2006,111253,208000,HOT
5749,PEUGEOT,207,2007,100000,158000,HOT
5750,BMW,118i,2012,147000,688000,HOT
5751,M-BENZ,E200,2011,140000,610000,HOT
5752,M-BENZ,E200,2015,130000,1000000,HOT
5753,SUBARU,FORESTER,2015,170000,480000,HOT
5754,VOLVO,V40,2014,90000,540000,HOT
5755,MITSUBISHI,LANCER FORTIS,2011,170000,268000,HOT
5756,LEXUS,IS250,2007,188618,388000,HOT
5757,M-BENZ,CLA250,2020,5088,1998000,HOT
5758,M-BENZ,C300,2018,37859,1558000,HOT
5759,MITSUBISHI,OUTLANDER,2018,4698,788000,HOT
5760,MITSUBISHI,FORTIS,2013,160000,298000,HOT
5761,FORD,FOCUS,2015,48000,418000,HOT
5762,MITSUBISHI,DELICA,2012,226604,247000,HOT
5763,BMW,218i,2018,20000,1180000,HOT
5764,HYUNDAI,SANTA FE,2014,80000,658000,HOT
5765,LUXGEN,7 SUV,2011,128211,238000,HOT
5766,HYUNDAI,IX35,2010,80176,298000,HOT
5767,MITSUBISHI,FREECA,2006,104702,179000,HOT
5768,PORSCHE,MACAN,2018,10484,2498000,HOT
5769,SKODA,YETI,2011,109154,338000,HOT
5770,M-BENZ,AMG GT,2017,32798,5880000,HOT
5771,M-BENZ,C300,2017,48489,1498000,HOT
5772,MITSUBISHI,LANCER IO,2010,221723,240000,HOT
5773,M-BENZ,C300,2017,37864,1498000,HOT
5774,M-BENZ,C300,2015,60000,1138000,HOT
5775,M-BENZ,C300,2016,59685,1398000,HOT
5776,M-BENZ,GLA250,2016,58683,1268000,HOT
5777,BMW,540I,2017,39336,2098000,HOT
5778,HONDA,CIVIC,2007,190000,278000,HOT
5779,HYUNDAI,ATOS,2002,120000,58000,HOT
5780,MITSUBISHI,COLT PLUS,2012,162916,238000,HOT
5781,LUXGEN,7 SUV,2011,123000,198000,HOT
5782,HONDA,FIT,2012,79508,489000,HOT
5783,MITSUBISHI,COLT PLUS,2014,110730,288000,HOT
5784,M-BENZ,E200,2016,61200,1490000,HOT
5785,FORD,KUGA,2017,92000,758000,HOT
5786,MINI,COOPER S,2002,107000,298000,HOT
5787,HONDA,FIT,2010,235227,258000,HOT
5788,TOYOTA,ZACE,2005,139000,168000,HOT
5789,TOYOTA,ALTIS,2013,69903,275000,HOT
5790,M-BENZ,GLC 300,2016,78000,1568000,HOT
5791,NISSAN,MARCH,2012,93727,280000,HOT
5792,MITSUBISHI,LANCER,2003,193478,98000,HOT
5793,M-BENZ,C300,2019,38442,1798000,HOT
5794,MITSUBISHI,SAVRIN,2007,195817,158000,HOT
5795,MITSUBISHI,VERYCA,2009,140000,188000,HOT
5796,MASERATI,GRANTURISMO,2011,60000,1980000,HOT
5797,BMW,X6,2010,177000,780000,HOT
5798,PORSCHE,MACAN,2014,90000,1580000,HOT
5799,INFINITI,FX35,2007,160000,280000,HOT
5800,M-BENZ,E300,2016,60000,1720000,HOT
5801,BMW,428I GRAN COUPE,2015,80000,1280000,HOT
5802,HONDA,CIVIC,2000,200000,128000,HOT
5803,M-BENZ,C300,2017,17222,1538000,HOT
5804,MITSUBISHI,GLOBAL LANCER,2007,220000,168000,HOT
5805,FORD,TIERRA,2007,300000,148000,HOT
5806,TOYOTA,CAMRY,2010,203440,318000,HOT
5807,NISSAN,LIVINA,2008,205725,188000,HOT
5808,TOYOTA,TERCEL,2002,112555,98000,HOT
5809,HONDA,CIVIC,1999,150000,88000,HOT
5810,HONDA,FIT,2008,88875,268000,HOT
5811,ALFA ROMEO,STELVIO,2017,25550,1980000,HOT
5812,ALFA ROMEO,4C,2015,8363,3380000,HOT
5813,M-BENZ,S350,2004,130000,168000,HOT
5814,INFINITI,FX35,2005,280000,168000,HOT
5815,JAGUAR,XK,2003,160000,748000,HOT
5816,MAZDA,MAZDA 3,2009,132129,198000,HOT
5817,M-BENZ,GLC 300,2017,108124,1405000,HOT
5818,NISSAN,LIVINA,2009,128112,198000,HOT
5819,MITSUBISHI,GLOBAL LANCER,2006,219747,98000,HOT
5820,SUZUKI,SWIFT,2008,166451,248000,HOT
