,id,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_door,car_seat,car_cylinderVolume,car_driveMode,car_fuel,car_gear,verified,car_address,car_title,car_photo,dealer_name,seller_role,dealer_address,sunroof,TPMS,SRS,keyless,theft_alarm,central_lock,ESP,TCS,ABS,cruise_sys,HID_head,LED_head,isofix,electric_seat,auto_AC,navi_sys,IVI_sys,SW_button,leather_seat,parking_radar,parking_camera,BSM,ACC,LDW
62,1317521.0,BENZ,GLC300 COUPE,2020,5321.0,2698000.0,白,,,1991,,,手自排,0,高雄市,[GLC 300 Coupe 4MATIC],https://www.isave.com.tw/public/photo/1317521/800_20210621120008486.jpg,和悅汽車,,高雄市左營區文自路684號,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
63,1316680.0,HONDA,CITY,2020,4789.0,568000.0,白,,,1497,,,自排,0,高雄市,[ 2020年CITY 1.5 VTI-S],https://www.isave.com.tw/public/photo/1316680/800_20210618185628722.jpg,聯達汽車,,高雄市三民區大順一路127號,,,1.0,,,,,,1.0,,,,,0.0,1.0,,,,,,,,,
64,1314968.0,HONDA,FIT,2020,2800.0,550000.0,白,,,1500,,,自排,0,台中市,[方向盤快撥 定速 i-key 影音大螢幕],https://www.isave.com.tw/public/photo/1314968/800_20210616105208523.JPG,萬通汽車,,台中市西屯區環中路一段2280號,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,
65,1314828.0,BENZ,GLA 250,2020,7580.0,1930000.0,黑,,,1991,,,手自排,0,桃園市,[2021式 GLA250],https://www.isave.com.tw/public/photo/1314828/800_20210615171614480.jpg,豐駿汽車龍潭店,,桃園市龍潭區大昌路一段111號,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,
66,1313908.0,,,,,1950000.0,,,,,,,,0,,[豐駿三峽店21型GLA250未領牌黑配黑],https://www.isave.com.tw/public/photo/1313908/800_20210612192756722.JPG,,,新北市三峽區介壽路一段362號,,,,,,,,,,,,,,,,,,,,,,,,
67,1312210.0,BENZ,GLA 250,2020,3892.0,538000.0,黑,,,2000,,,手自排,0,新北市,[2020年 TOYOTA YARIS],https://www.isave.com.tw/public/photo/1312210/800_20210609144303688.jpg,豐駿汽車,,台中市大肚區沙田路三段656號,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
68,1310859.0,TOYOTA,YARIS,2020,31614.0,3650000.0,黑,,,1500,,,手自排,0,台中市,[2020  BOXSTER 718 敞篷],https://www.isave.com.tw/public/photo/1310859/800_20210608104754186.jpg,熊本車庫,,台中市大肚區沙田路三段656號,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,
69,1308358.0,TOYOTA,YARIS,2020,19000.0,2480000.0,白,,,1496,,,手自排,0,宜蘭縣,[X3x Drive30i 豪華運動版/總],https://www.isave.com.tw/public/photo/1308358/800_20210602170523793.jpg,甦駿汽車,,高雄市左營區文自路684號,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
70,1308247.0,BMW,X3,2020,13711.0,1488000.0,黑,,,1998,,,手自排,0,高雄市,[2020 218i M-Sport 限量],https://www.isave.com.tw/public/photo/1308247/800_20210602161520145.jpg,和悅汽車,,高雄市左營區文自路684號,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
71,1301100.0,MAZDA,MAZDA 3,2020,35456.0,1480000.0,白,,,1998,,,自排,0,屏東縣,[原廠保固中 總代理M版 車道偏移 電尾門],https://www.isave.com.tw/public/photo/1301100/800_20210519155222520.JPG,墨斗汽車,,台中市西屯區環中路一段2280號,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
72,1296442.0,BMW,X1,2020,17000.0,539000.0,白,,,1500,,,自排,0,台中市,"[原廠新車保固中,省油小車(S版)]",https://www.isave.com.tw/public/photo/1296442/800_20210512151218465.jpg,萬通汽車,,台南市仁德區中正路一段500號,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,
73,1294143.0,HONDA,FIT,2020,31728.0,1998000.0,白,,,1497,,,手自排,0,台南市,[豐駿貿易 正20賓士CLA250 AMG],https://www.isave.com.tw/public/photo/1294143/800_20210508175330318.JPG,保安汽車,,新北市三峽區介壽路一段362號,,,0.0,,,,,,1.0,,,,,0.0,1.0,,,,,,,,,
74,1293250.0,BENZ,CLA250,2020,15000.0,2568000.0,黑,,,2000,,,手自排,0,新北市,[GLC300 AMG 23p 總代理小改],https://www.isave.com.tw/public/photo/1293250/800_20210507145651239.jpg,豐駿汽車,,台北市中山區民族東路49號,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
75,1325787.0,BENZ,GLC300,2020,12460.0,1690000.0,白,,,2000,,,手自排,0,台北市,[賓士全新車 A220 AMG 摸門 ],https://www.isave.com.tw/public/photo/1325787/800_20210706155737813.JPG,鑫總汽車,,台中市西屯區環中路一段2280號,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
76,1281495.0,BENZ,A220,2020,1.0,598000.0,黑,,,2000,,,自排,0,台中市,[2020年Honda Fit 1.5S版],https://www.isave.com.tw/public/photo/1281495/800_20210419105941968.jpg,萬通汽車,,桃園市桃園區國際路一段925號,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,
77,1276610.0,HONDA,FIT,2020,2500.0,638000.0,白,,,1497,,,自排,0,桃園市,[7人座/新車保固中],https://www.isave.com.tw/public/photo/1276610/800_20210409134906755.jpg,加元汽車,,高雄市仁武區鳳仁路15-8號,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,
78,1273158.0,TOYOTA,SIENTA,2020,22930.0,698000.0,白,,,1798,,,自排,0,高雄市,[2020 日產 勁客 1.5 白],https://www.isave.com.tw/public/photo/1273158/800_20210402135041963.jpg,富展汽車商行,,富捷車業：嘉義縣水上鄉大崙154號,,,1.0,,,,,,0.0,,,,,0.0,1.0,,,,,,,,,
