,auto_brand_en,item_kind_name_en,car_year,car_mileage,car_price,source
64,Mercedes-Benz,GLC,2017,45000,1790000,8891
65,BMW,7-Series,2015,84000,1590000,8891
66,Volkswagen,Tiguan,2012,150000,288000,8891
67,Mercedes-Benz,A-Class,2016,35000,1480000,8891
68,Mercedes-Benz,E-Class Sedan,1990,160000,229000,8891
69,Toyota,Vios,2017,110000,338000,8891
70,Toyota,Corolla Altis,2014,117000,338000,8891
71,Mercedes-Benz,C-Class Sedan,2015,61000,1680000,8891
72,Mercedes-Benz,A-Class,2020,9000,1800000,8891
73,Porsche,Macan GTS,2016,75000,2680000,8891
74,BMW,4-Series Gran Coupé,2017,78000,1300000,8891
75,Mercedes-Benz,C-Class Sedan,2017,53000,0,8891
76,Toyota,Vios,2013,109000,218000,8891
77,Subaru,Legacy Wagon,2013,98000,628000,8891
78,Bentley,Flying Spur,2016,55000,0,8891
79,Volvo,V60,2019,20000,1428000,8891
80,Mercedes-Benz,GLA,2020,1300,2400000,8891
81,BMW,5-Series GT,2014,149000,900000,8891
82,BMW,3-Series Sedan,2018,20000,1038000,8891
83,Mini,Cooper,2007,170000,350000,8891
84,Mercedes-Benz,C-Class Estate,2008,90000,580000,8891
85,Hyundai,Santa Fe,2012,107000,0,8891
86,Porsche,911 Carrera S,2014,83000,4800000,8891
87,BMW,X7,2019,9000,0,8891
88,Ford,Tourneo Custom,2019,45000,1050000,8891
89,Luxgen,U6 Turbo ECO Hyper,2017,40000,208000,8891
90,Mazda,CX-3,2018,21000,658000,8891
91,Mercedes-Benz,GLC,2017,35000,1798000,8891
92,Audi,A6,2014,61000,768000,8891
93,Lexus,NX,2017,120000,1050000,8891
94,Mercedes-Benz,E-Class Estate,2016,77000,1780000,8891
95,Porsche,Macan,2016,82000,1738000,8891
96,Hino,300,2015,170000,798000,8891
97,Honda,HR-V,2018,35000,598000,8891
98,Toyota,Previa,2005,140000,388000,8891
99,BMW,1-Series Hatchback,2013,95000,680000,8891
100,Porsche,Macan,2017,61000,1850000,8891
101,Mercedes-Benz,C-Class Sedan,2018,30000,1658000,8891
102,Mercedes-Benz,C-Class Sedan,2018,39000,1658000,8891
103,Mercedes-Benz,E-Class Sedan,2020,1000,6380000,8891
104,Mercedes-Benz,E-Class Sedan,2018,26000,2088000,8891
105,Mercedes-Benz,GLC Coupe,2019,5000,4580000,8891
106,BMW,M5,2012,52000,1888000,8891
107,Mercedes-Benz,C-Class Coupe,2018,30000,3480000,8891
108,Mercedes-Benz,GLC,2017,39000,2380000,8891
109,Mini,Countryman S,2011,100000,599000,8891
110,Mercedes-Benz,E-Class Estate,2014,30000,1299000,8891
111,Porsche,Cayenne,2019,19000,3580000,8891
112,Mercedes-Benz,CLS,2019,25000,3050000,8891
113,Mercedes-Benz,A-Class,2018,9000,1588000,8891
114,Mercedes-Benz,E-Class Sedan,2017,48000,1680000,8891
115,BMW,7-Series,2015,38000,1899000,8891
116,Porsche,Cayenne,2013,185000,980000,8891
117,Mercedes-Benz,A-Class,2013,130000,688000,8891
118,Mercedes-Benz,GLE,2020,25000,3680000,8891
119,Nissan,Murano,2012,150000,338000,8891
120,Mercedes-Benz,CLS Shooting Brake,2014,54000,1790000,8891
121,Mercedes-Benz,A-Class,2020,14000,1850000,8891
122,BMW,3-Series Sedan,2018,100,2028000,8891
123,Audi,A5 Sportback,2017,62000,1580000,8891
124,BMW,5-Series Sedan,2013,129000,780000,8891
125,Porsche,Cayenne,2015,58000,1638000,8891
126,Porsche,Cayenne,2013,103000,1350000,8891
127,Volkswagen,Tiguan Allspace,2019,28000,1450000,8891
128,Mercedes-Benz,GLC,2020,8000,2520000,8891
129,BMW,5-Series Sedan,2015,75000,968000,8891
130,Porsche,718 Cayman,2017,39000,2680000,8891
131,Toyota,Alphard,2016,50000,0,8891
132,Mercedes-Benz,E-Class Sedan,2018,39000,0,8891
133,Mercedes-Benz,E-Class Sedan,2018,24000,0,8891
134,Mercedes-Benz,B-Class,2019,25000,0,8891
135,Mercedes-Benz,S-Class Sedan,2017,25000,0,8891
136,Mercedes-Benz,G-Class,2003,80000,0,8891
137,Mercedes-Benz,C-Class Estate,2018,65000,0,8891
138,Mercedes-Benz,C-Class Sedan,2016,42000,0,8891
139,BMW,M5,2011,38000,0,8891
140,Bentley,Flying Spur,2015,27000,0,8891
141,Mercedes-Benz,G-Class,2016,79000,0,8891
142,Mercedes-Benz,S-Class Sedan,2017,18000,0,8891
143,Mercedes-Benz,E-Class Sedan,2017,50000,0,8891
144,Mercedes-Benz,AMG GT,2015,26000,0,8891
145,BMW,2-Series Active Tourer,2015,35000,758000,8891
146,Mercedes-Benz,E-Class Sedan,2017,35000,2780000,8891
147,Mercedes-Benz,GLA,2014,75000,980000,8891
148,BMW,X1,2016,62000,988000,8891
149,Mercedes-Benz,C-Class Sedan,2011,54000,668000,8891
150,Mercedes-Benz,E-Class Coupe,2014,26000,1098000,8891
151,Mercedes-Benz,M-Class,2013,85000,899000,8891
152,Toyota,Hiace,2007,180000,278000,8891
153,Lexus,CT,2017,46000,898000,8891
154,Hino,300,2009,190000,658000,8891
155,BMW,3-Series Sedan,2015,79000,780000,8891
156,Honda,Fit,2016,150000,350000,8891
157,Nissan,Cabstar,2008,220000,398000,8891
158,Mercedes-Benz,C-Class Coupe,2012,180000,638000,8891
159,Isuzu,Elf,2001,240000,188000,8891
160,Mercedes-Benz,E-Class Sedan,2017,35000,2588000,8891
161,Mitsubishi,Canter,2016,120000,898000,8891
162,Ford,Focus,2017,45000,398000,8891
163,Audi,A5 Coupe,2017,37000,1390000,8891
164,Isuzu,Elf,2006,190000,398000,8891
165,Hino,300,2014,150000,878000,8891
166,Volkswagen,Tiguan,2012,180000,345000,8891
167,BMW,3-Series Coupe,2012,78000,598000,8891
168,Toyota,Sienta,2016,90000,428000,8891
169,Mercedes-Benz,E-Class Sedan,2017,60000,2580000,8891
170,Mitsubishi,Canter,2017,99000,948000,8891
171,Hyundai,Porter,2014,138000,348000,8891
172,Isuzu,Elf,2010,220000,598000,8891
173,Lexus,IS,2005,219000,250000,8891
174,BMW,X1,2016,114000,890000,8891
175,Lexus,IS,2014,80000,938000,8891
176,Isuzu,Elf,2010,160000,578000,8891
177,Mercedes-Benz,GLC,2020,5230,2288000,8891
178,Mercedes-Benz,C-Class Sedan,2019,12000,1698000,8891
179,Mercedes-Benz,GLC,2021,88,2328000,8891
180,Infiniti,FX35,2011,45000,658000,8891
181,Mazda,CX-5,2019,28000,938000,8891
182,BMW,3-Series Sedan,2019,43000,1858000,8891
183,BMW,X6,2020,8000,3780000,8891
184,BMW,M3,2017,32000,2868000,8891
185,Mazda,3,2019,19000,688000,8891
186,BMW,X4,2018,18000,2750000,8891
187,Mazda,CX-3,2019,18000,718000,8891
188,Mercedes-Benz,A-Class,2018,49000,1620000,8891
189,Mercedes-Benz,C-Class Sedan,2018,28000,3380000,8891
190,Subaru,Impreza Hatchback,2017,12000,638000,8891
191,Mercedes-Benz,A-Class,2014,33000,868000,8891
192,Mercedes-Benz,A-Class,2019,200,1698000,8891
193,Mazda,CX-5,2020,22,998000,8891
194,Mazda,CX-30,2019,19000,688000,8891
195,Mercedes-Benz,GLC,2020,8000,2158000,8891
196,BMW,3-Series Sedan,2019,13000,1698000,8891
197,Mini,Clubman,2016,47000,880000,8891
198,Mercedes-Benz,C-Class Sedan,2010,140000,530000,8891
199,Mercedes-Benz,A-Class,2019,14000,1468000,8891
200,Mercedes-Benz,C-Class Sedan,2010,222000,428000,8891
201,Mercedes-Benz,E-Class Sedan,2019,13000,3380000,8891
202,BMW,3-Series Sedan,2020,14000,2780000,8891
203,Mercedes-Benz,E-Class Sedan,2018,32000,1888000,8891
204,Mercedes-Benz,C-Class Sedan,2019,36000,1650000,8891
205,Alfa Romeo,GIULIA,2017,54000,1490000,8891
206,Toyota,Supra,2019,31000,1990000,8891
207,Mazda,MX-5,2018,25000,998000,8891
208,Mazda,6,2019,6000,908000,8891
209,Toyota,Corolla Altis,2020,17000,488000,8891
210,Mitsubishi,Freeca,2006,150000,168000,8891
211,Porsche,Cayenne GTS,2012,110000,1680000,8891
212,Mercedes-Benz,C-Class Sedan,2013,96000,650000,8891
213,Porsche,Cayenne,2019,6500,3720000,8891
214,Porsche,Cayenne,2018,21000,2680000,8891
215,BMW,4-Series Coupe,2016,60000,1190000,8891
216,BMW,5-Series Sedan,2014,63000,898000,8891
217,Volkswagen,Golf R,2015,69000,1180000,8891
218,Mercedes-Benz,C-Class Sedan,2017,40000,2050000,8891
219,BMW,5-Series Sedan,2007,100000,465000,8891
220,Toyota,Yaris,2018,21000,368000,8891
221,Toyota,Sienna,2021,174,1958000,8891
222,Mercedes-Benz,GLE,2016,74000,1490000,8891
223,BMW,5-Series Sedan,2014,63000,898000,8891
224,Mercedes-Benz,E-Class Sedan,2017,19000,0,8891
225,Mercedes-Benz,GLC,2018,45000,0,8891
226,BMW,5-Series Sedan,2017,40000,0,8891
227,Mercedes-Benz,CLA,2016,43000,0,8891
228,Mercedes-Benz,CLA,2017,76000,0,8891
229,Mercedes-Benz,GLC,2019,15000,0,8891
230,Mercedes-Benz,GLC,2019,10000,0,8891
231,Mercedes-Benz,E-Class Sedan,2016,52000,0,8891
232,Mercedes-Benz,GLC,2017,70000,0,8891
233,Mercedes-Benz,CLA,2016,40000,0,8891
234,Mercedes-Benz,C-Class Sedan,2019,5000,0,8891
235,Mercedes-Benz,CLA,2016,130000,0,8891
236,Mini,Countryman S,2018,40000,0,8891
237,Mercedes-Benz,GLC Coupe,2017,25000,0,8891
238,Mercedes-Benz,E-Class Sedan,2017,65000,0,8891
239,Mercedes-Benz,GLE Coupe,2017,40000,0,8891
240,Toyota,Sienna,2018,54000,0,8891
241,Mercedes-Benz,C-Class Estate,2017,45000,0,8891
242,Audi,A5 Sportback,2017,63000,0,8891
243,Mercedes-Benz,S-Class Sedan,2017,48000,0,8891
244,Bentley,Continental GT,2012,34000,0,8891
245,Mercedes-Benz,GLC,2018,21000,0,8891
246,Mercedes-Benz,S-Class Sedan,2014,84000,0,8891
247,Mercedes-Benz,CLA,2020,16000,0,8891
248,BMW,4-Series Coupe,2014,51000,0,8891
249,Mercedes-Benz,C-Class Coupe,2019,18000,0,8891
250,BMW,5-Series Sedan,2019,11000,0,8891
251,Mercedes-Benz,S-Class Sedan,2017,43000,0,8891
252,Toyota,Sienna,2021,100,0,8891
253,Jeep,Wrangler,2021,80,0,8891
254,Jaguar,F-Type,2017,13000,0,8891
255,Mercedes-Benz,E-Class Estate,2014,120000,0,8891
256,Mercedes-Benz,A-Class,2016,50000,0,8891
257,Mercedes-Benz,S-Class Coupe,2016,65000,0,8891
258,BMW,X3,2014,120000,0,8891
259,Mercedes-Benz,S-Class Sedan,2010,154000,0,8891
260,Bentley,Continental GT,2014,69000,0,8891
261,Porsche,911 Carrera S,2012,59000,3500000,8891
262,Toyota,Corolla Altis,2017,37000,518000,8891
263,Porsche,Macan S,2019,35000,0,8891
264,Porsche,Macan,2019,8648,2680000,8891
265,Porsche,Macan,2019,26000,2680000,8891
266,Mercedes-Benz,GLE Coupe,2017,70000,2380000,8891
267,BMW,X5,2019,25000,2580000,8891
268,Volkswagen,Golf,2010,107000,298000,8891
269,Buick,Lucerne CXL,2010,68000,250000,8891
270,BMW,5-Series Sedan,2007,220000,378000,8891
271,Nissan,Livina,2016,140000,278000,8891
272,Mercedes-Benz,Metris,2017,93000,1090000,8891
273,BMW,3-Series Convertible,2010,213000,550000,8891
274,BMW,3-Series Coupe,2007,160000,388000,8891
275,Mercedes-Benz,GLC,2017,79000,1580000,8891
276,BMW,2-Series Gran Coupe,2019,14000,2280000,8891
277,BMW,5-Series Sedan,2017,34000,2050000,8891
278,BMW,X3,2018,50000,2280000,8891
279,Porsche,718 Boxster,2017,52000,2580000,8891
280,Nissan,Kicks,2020,12000,668000,8891
281,BMW,X6,2015,91000,1520000,8891
282,Mercedes-Benz,C-Class Coupe,2016,42000,1980000,8891
283,Mercedes-Benz,CL-Class,2007,101000,0,8891
284,Porsche,Macan S,2016,45000,1950000,8891
285,Toyota,Hiace,1990,150000,350000,8891
286,Subaru,XV,2020,30000,880000,8891
287,Toyota,Camry,2016,89000,495000,8891
288,Lexus,RX,2018,20000,1488000,8891
289,Toyota,Vios,2009,100000,138000,8891
290,Mercedes-Benz,C-Class Sedan,2019,5421,1798000,8891
291,Toyota,Sienna,2021,171,2538000,8891
292,BMW,M4,2017,56000,2888000,8891
293,Toyota,Sienna,2021,152,1958000,8891
294,Toyota,Sienna,2021,138,1958000,8891
295,Porsche,718 Cayman,2020,3700,0,8891
296,Toyota,Sienna,2021,133,2588000,8891
297,Mercedes-Benz,E-Class Sedan,2018,34000,1908000,8891
298,Toyota,Sienna,2021,154,2588000,8891
299,Toyota,Sienna,2021,131,2588000,8891
300,Porsche,Panamera4 Sport Turismo,2019,8000,0,8891
301,Ford,Focus,2015,55000,368000,8891
302,Volkswagen,Golf,2010,130000,280000,8891
303,Toyota,Corolla Altis,2018,38000,608000,8891
304,Mercedes-Benz,SLK,2012,45000,0,8891
305,Lexus,LS,2009,110000,0,8891
306,BMW,7-Series,2016,93000,0,8891
307,Lexus,LS,2013,94000,0,8891
308,Maserati,GranTurismo Sport,2012,61000,0,8891
309,Bentley,Continental GT,2006,64000,0,8891
310,Lexus,LS,2017,55000,0,8891
311,Porsche,Cayenne S,2013,58000,0,8891
312,Audi,Q7,2015,122000,0,8891
313,Mercedes-Benz,GL-Class,2013,109000,0,8891
314,BMW,6-Series Coupe,2011,39000,0,8891
315,Mercedes-Benz,S-Class Sedan,2011,82000,0,8891
316,Toyota,Sienna,2018,62000,0,8891
317,Maserati,Quattroporte,2013,114000,0,8891
318,Mini,Countryman,2013,33000,0,8891
319,Toyota,Sienna,2018,46000,0,8891
320,Mercedes-Benz,S-Class Sedan,2013,35000,0,8891
321,Lexus,LS,2010,194000,0,8891
322,Mercedes-Benz,S-Class Sedan,2010,71000,0,8891
323,Jaguar,XJ,2003,180000,0,8891
324,Mercedes-Benz,S-Class Sedan,2011,84000,0,8891
325,Mercedes-Benz,A-Class,2019,4312,1698000,8891
326,Mercedes-Benz,GLC,2020,23000,2288000,8891
327,Toyota,Sienna,2021,128,2288000,8891
328,Mercedes-Benz,GLB,2020,200,2198000,8891
329,Honda,Accord,2012,230000,150000,8891
330,Toyota,RAV4,2013,72000,498000,8891
331,BMW,X3,2013,137000,775000,8891
332,CMC,Veryca,2015,80000,300000,8891
333,Mercedes-Benz,C-Class Sedan,2016,86000,1380000,8891
334,Honda,Civic K8,2000,232000,69000,8891
335,Mercedes-Benz,AMG GT,2021,200,0,8891
336,Toyota,Sienna,2021,154,1958000,8891
337,Audi,A1,2012,106000,298000,8891
338,Suzuki,SX4,2008,77000,118000,8891
339,Luxgen,S3,2017,32000,268000,8891
340,Toyota,Camry Hybrid,2012,138000,258000,8891
341,Mazda,CX-5,2016,81000,518000,8891
342,Mazda,6,2013,75000,408000,8891
343,Mazda,3,2011,93000,238000,8891
344,Mitsubishi,Lancer Fortis,2018,38000,408000,8891
345,Mazda,6,2017,71000,638000,8891
346,BMW,X5,2011,90000,698000,8891
347,Mitsubishi,Grunder,2005,130000,68000,8891
348,Mercedes-Benz,CLA,2014,60000,850000,8891
349,Mitsubishi,Lancer Fortis,2010,110000,198000,8891
350,Hyundai,Elantra,2017,17000,400000,8891
351,Mazda,3,2012,90000,258000,8891
352,Honda,Fit,2012,60000,365000,8891
353,Mazda,CX-3,2018,30000,525000,8891
354,Luxgen,S5 Turbo,2013,93000,238000,8891
355,Toyota,Vios,2005,40000,185000,8891
356,Toyota,Corolla Altis,2017,60000,498000,8891
357,Ford,Fiesta,2014,113000,218000,8891
358,Nissan,X-Trail,2015,73000,438000,8891
359,Toyota,Corolla Altis,2016,60000,348000,8891
360,Skoda,Roomster,2010,80000,100000,8891
361,Nissan,Sentra,2014,170000,218000,8891
362,Skoda,Rapid,2018,50000,500000,8891
363,Toyota,Corolla Altis,2012,78000,228000,8891
364,Mercedes-Benz,C-Class Sedan,2011,100000,390000,8891
365,BMW,3-Series Sedan,2006,100000,88000,8891
366,Suzuki,Swift,2009,100000,158000,8891
367,BMW,M3,2018,48000,0,8891
368,Ford,Focus,2019,1500,520000,8891
369,Toyota,Yaris,2018,35000,218000,8891
370,Mazda,3,2018,30000,357000,8891
371,Ford,Focus,2017,70000,438000,8891
372,Mazda,3,2016,81000,488000,8891
373,BMW,X1,2013,82000,628000,8891
374,Ford,Focus,2019,41000,708000,8891
375,Honda,Fit,2018,82000,478000,8891
376,Luxgen,U5,2018,52000,368000,8891
377,Toyota,Yaris,2018,89000,455000,8891
378,Honda,Fit,2011,90000,230000,8891
379,Honda,City,2015,73000,278000,8891
380,Mercedes-Benz,CLA,2016,60000,988000,8891
381,Honda,Civic,2009,141000,208000,8891
382,Suzuki,Swift,2006,60000,245000,8891
383,Ford,Focus,2017,105000,398000,8891
384,Toyota,Wish,2011,161000,268000,8891
385,Toyota,Previa,2006,160000,585000,8891
386,Mazda,3,2005,100000,108000,8891
387,Toyota,Previa,2019,55000,988000,8891
388,Luxgen,U6 Turbo ECO Hyper,2015,46000,362000,8891
389,Skoda,Superb Sedan,2016,76000,478000,8891
390,Honda,HR-V,2018,30000,518000,8891
391,Honda,Civic,2013,70000,388000,8891
392,BMW,3-Series Coupe,2010,130000,558000,8891
393,Mercedes-Benz,E-Class Sedan,2003,222000,98000,8891
394,Mercedes-Benz,S-Class Sedan,2017,44000,0,8891
395,Hyundai,Elantra,2013,100000,315000,8891
396,Honda,Fit,2016,50000,365000,8891
397,Toyota,Corolla Altis,2016,110000,385000,8891
398,BMW,X1,2011,100000,628000,8891
399,Mitsubishi,Lancer Fortis,2010,175000,188000,8891
400,Mitsubishi,Zinger,2012,156000,178000,8891
401,Hyundai,Elantra,2017,56000,348000,8891
402,Toyota,Wish,2016,130000,300000,8891
403,Audi,Q5,2009,120000,288000,8891
404,Mazda,3,2019,19000,668000,8891
405,Nissan,Sentra,2015,130000,0,8891
406,Mazda,3,2017,12000,408000,8891
407,Toyota,Yaris,2014,20000,228000,8891
408,Ford,Focus,2020,8000,468000,8891
409,Luxgen,S5 Turbo,2016,20000,218000,8891
410,Luxgen,S3,2017,50000,200000,8891
411,Toyota,Corolla,2000,130000,175000,8891
412,Lexus,ES,2005,190000,185000,8891
413,Toyota,Yaris,2015,20000,298000,8891
414,BMW,X7,2019,6000,0,8891
415,Mitsubishi,Lancer Fortis,2010,175000,188000,8891
416,Honda,Civic,2009,103000,208000,8891
417,Hyundai,Elantra,2019,20000,538000,8891
418,Ford,Focus,2015,50000,318000,8891
419,Mercedes-Benz,A-Class,2016,55000,808000,8891
420,Volkswagen,Golf,2014,97000,338000,8891
421,Ford,Focus,2016,20000,350000,8891
422,Mercedes-Benz,C-Class Coupe,2012,130000,738000,8891
423,Lexus,CT,2012,80000,598000,8891
424,Honda,Fit,2008,91000,278000,8891
425,Ford,Fiesta,2013,60000,205000,8891
426,Luxgen,S5 Turbo,2017,47000,308000,8891
427,Nissan,Tiida,2011,90000,190000,8891
428,Toyota,RAV4,2017,58000,618000,8891
429,Ford,Focus,2019,26000,688000,8891
430,Mitsubishi,Lancer Fortis,2010,168000,188000,8891
431,Luxgen,U6 Turbo ECO Hyper,2017,70000,458000,8891
432,Volkswagen,Golf,2014,97000,338000,8891
433,Luxgen,M7 Turbo,2016,30000,488000,8891
434,Ford,Focus,2017,30000,338000,8891
435,Luxgen,U6 Turbo ECO Hyper,2015,68000,398000,8891
436,Nissan,Juke,2015,60000,438000,8891
437,Lexus,IS,2016,40000,799000,8891
438,Honda,Fit,2015,48000,329000,8891
439,Infiniti,FX35,2011,85000,558000,8891
440,BMW,3-Series Sedan,2013,117000,698000,8891
441,Mitsubishi,Lancer Fortis,2016,83000,298000,8891
442,Hyundai,Ix35,2016,58000,438000,8891
443,Mazda,CX-3,2016,77000,458000,8891
444,Honda,Civic,2013,96000,338000,8891
445,Mazda,3,2015,50000,388000,8891
446,Mazda,3,2015,120000,508000,8891
447,Honda,Civic,2014,130000,398000,8891
448,Ford,Focus,2017,105000,398000,8891
449,Mazda,3,2011,92000,238000,8891
450,Suzuki,Swift,2008,100000,108000,8891
451,Mitsubishi,Outlander,2010,168000,168000,8891
452,BMW,5-Series Sedan,2010,107000,598000,8891
453,Honda,City,2015,73000,278000,8891
454,BMW,5-Series Sedan,2017,90000,1468000,8891
455,Nissan,Tiida,2013,131000,238000,8891
456,Toyota,Corolla Altis,2016,40000,358000,8891
457,Volkswagen,Golf GTI,2017,77000,900000,8891
458,Mitsubishi,Colt Plus,2017,96000,268000,8891
459,Mercedes-Benz,M-Class,2010,130000,558000,8891
460,Mitsubishi,Colt Plus,2014,90000,225000,8891
461,Suzuki,Swift,2006,150000,138000,8891
462,Hyundai,Elantra,2014,85000,288000,8891
463,Ford,Fiesta,2009,158000,138000,8891
464,Luxgen,M7 Turbo,2014,20000,278000,8891
465,Mazda,2,2016,41000,348000,8891
466,Toyota,Corolla Altis,2019,2000,418000,8891
467,Nissan,Kicks,2019,10000,358000,8891
468,Hyundai,Elantra,2013,40000,268000,8891
469,Ford,Focus,2019,18000,428000,8891
470,Toyota,C-HR,2018,16000,568000,8891
471,Toyota,Yaris,2007,138000,148000,8891
472,Mercedes-Benz,GLA,2015,69000,968000,8891
473,Nissan,Tiida,2017,91000,358000,8891
474,BMW,5-Series Sedan,2018,24000,1830000,8891
475,Mercedes-Benz,C-Class Coupe,2017,25000,0,8891
476,Toyota,Prius C,2012,168000,238000,8891
477,Honda,Civic,2010,80000,228000,8891
478,Ford,Focus,2013,138000,238000,8891
479,Suzuki,Swift,2011,82000,218000,8891
480,Nissan,Tiida,2012,100000,175000,8891
481,BMW,3-Series Sedan,2012,62000,587000,8891
482,Mazda,3,2017,28000,448000,8891
483,Ford,Focus,2019,21000,416000,8891
484,Luxgen,U6 Turbo ECO Hyper,2017,48000,268000,8891
485,Mitsubishi,Lancer Fortis,2015,50000,142000,8891
486,Toyota,Corolla Altis X,2017,39000,348000,8891
487,Toyota,Auris,2019,36000,223000,8891
488,Volkswagen,Golf,2011,70000,234000,8891
489,Ford,Focus,2016,56000,366000,8891
490,Luxgen,S5 Turbo,2017,34000,312000,8891
491,Ford,Fiesta,2017,40000,398000,8891
492,BMW,3-Series Sedan,2012,130000,698000,8891
493,Nissan,X-Trail,2017,68000,538000,8891
494,BMW,3-Series Sedan,2013,80000,602000,8891
495,Hyundai,Elantra,2013,140000,398000,8891
496,Audi,A1,2015,70000,598000,8891
497,Suzuki,Swift,2018,80000,538000,8891
498,Mercedes-Benz,GLA,2017,40000,1100000,8891
499,Audi,A1 Sportback,2013,140000,398000,8891
500,BMW,5-Series Sedan,2017,90000,1498000,8891
501,Mercedes-Benz,E-Class Sedan,2017,50000,1400000,8891
502,Toyota,Yaris,2017,70000,398000,8891
503,Mitsubishi,Delica貨車,2012,150000,238000,8891
504,Honda,Fit,2013,100000,338000,8891
505,Nissan,Tiida,2012,130000,228000,8891
506,Toyota,RAV4,2015,160000,568000,8891
507,Toyota,Vios,2014,130000,268000,8891
508,Toyota,Wish,2015,68000,478000,8891
509,Luxgen,M7 Turbo,2014,50000,418000,8891
510,Toyota,Corolla Altis,2012,100000,318000,8891
511,BMW,5-Series Sedan,2016,120000,898000,8891
512,Luxgen,U6 Turbo ECO Hyper,2015,50000,438000,8891
513,CMC,Veryca貨車,2014,260000,218000,8891
514,Nissan,Tiida,2018,20000,498000,8891
515,Hyundai,Santa Fe,2008,160000,208000,8891
516,Mazda,3,2016,25000,608000,8891
517,Honda,CR-V,2011,180000,308000,8891
518,Ford,Focus,2014,80000,358000,8891
519,Toyota,Yaris,2017,90000,468000,8891
520,Ford,Focus,2016,50000,468000,8891
521,BMW,2-Series Active Tourer,2015,80000,728000,8891
522,Mitsubishi,Delica貨車,2009,100000,188000,8891
523,BMW,3-Series Sedan,2015,80000,898000,8891
524,Hyundai,I30,2013,60000,258000,8891
525,Mercedes-Benz,GLC,2017,52000,1680000,8891
526,Mercedes-Benz,CLA,2020,6000,2030000,8891
527,Mercedes-Benz,C-Class Estate,2018,9000,1980000,8891
528,BMW,4-Series Coupe,2020,100,3280000,8891
529,Mercedes-Benz,GLA,2017,64000,1380000,8891
530,BMW,X5,2019,25000,2580000,8891
531,Luxgen,M7 Turbo,2014,59000,428000,8891
532,Mercedes-Benz,A-Class,2018,41000,1680000,8891
533,Mercedes-Benz,C-Class Sedan,2016,40000,1580000,8891
534,Mercedes-Benz,GLC,2020,5000,2150000,8891
535,Mercedes-Benz,GLC,2019,20000,1990000,8891
536,Mercedes-Benz,C-Class Sedan,2019,5000,2680000,8891
537,Mercedes-Benz,C-Class Sedan,2018,25000,2080000,8891
538,Hyundai,Elantra,2013,100000,228000,8891
539,Mercedes-Benz,GLC Coupe,2018,48000,2330000,8891
540,BMW,X3 M,2018,50000,2280000,8891
541,Porsche,Macan,2020,10,3180000,8891
542,Porsche,Macan,2019,25000,2680000,8891
543,Mercedes-Benz,C-Class Coupe,2017,59000,1630000,8891
544,Mitsubishi,Lancer,2012,100000,158000,8891
545,Mercedes-Benz,E-Class Sedan,2018,19000,0,8891
546,Volkswagen,Golf GTI,2018,79000,1130000,8891
547,Audi,A6,2015,110000,980000,8891
548,Volkswagen,Polo GTI,2018,30000,860000,8891
549,Mercedes-Benz,A-Class,2018,50000,1580000,8891
550,Ford,Escape,2013,80000,328000,8891
551,Toyota,Corolla Altis,2017,31000,453000,8891
552,Luxgen,S3,2016,26000,288000,8891
553,Toyota,Yaris,2018,24000,420000,8891
554,Ford,Focus,2019,8700,490000,8891
555,Mazda,CX-3,2018,13000,458000,8891
556,Mercedes-Benz,GLC,2017,32000,1600000,8891
557,Toyota,C-HR,2018,18000,598000,8891
558,BMW,3-Series Sedan,2015,85000,1180000,8891
559,Honda,Civic,2015,56000,389000,8891
560,Volkswagen,Golf R,2019,70000,1490000,8891
561,Alfa Romeo,GIULIA,2017,38000,1480000,8891
562,Mini,Cooper S,2015,50000,830000,8891
563,Mercedes-Benz,CLA,2019,25000,1930000,8891
564,Honda,Fit,2018,21000,339000,8891
565,BMW,5-Series Sedan,2016,59000,1950000,8891
566,BMW,X3,2019,22000,2550000,8891
567,Mercedes-Benz,C-Class Sedan,2018,28000,1680000,8891
568,Hyundai,Elantra,2016,30000,289000,8891
569,BMW,2-Series Gran Coupe,2019,1000,2380000,8891
570,Mazda,2,2016,23000,315000,8891
571,Mercedes-Benz,E-Class Sedan,2016,87000,1730000,8891
572,Porsche,Macan,2018,51000,2180000,8891
573,Mazda,3,2018,19000,419000,8891
574,Ford,Focus,2017,29000,370000,8891
575,BMW,3-Series Sedan,2019,32000,1680000,8891
576,Mercedes-Benz,C-Class Sedan,2019,34000,0,8891
577,Volkswagen,Golf GTI,2018,43000,1258000,8891
578,Nissan,Livina,2018,45000,398000,8891
579,Ford,Kuga,2014,100000,498000,8891
580,Toyota,Prius,2010,190000,338000,8891
581,Audi,Q3,2017,30000,950000,8891
582,Lexus,IS,2014,120000,868000,8891
583,Toyota,Auris,2019,28000,768000,8891
584,Mazda,MPV,2000,180000,68000,8891
585,Luxgen,M7 Turbo,2017,56000,468000,8891
586,Mitsubishi,Lancer,2006,150000,51000,8891
587,Toyota,Yaris,2007,88000,158000,8891
588,Mazda,CX-5,2015,60000,550000,8891
589,Toyota,Yaris,2018,94000,360000,8891
590,BMW,5-Series Sedan,2013,140000,898000,8891
591,Volkswagen,Golf GTI,2015,110000,738000,8891
592,BMW,5-Series Sedan,2005,200000,258000,8891
593,Mercedes-Benz,C-Class Estate,2017,46000,1588000,8891
594,Audi,A4 Sedan,2015,50000,568000,8891
