,car_brand,car_model,car_year,car_mileage,car_price,source
379,BMW,X6 SERIES X6 XDRIVE,2020,21959 ,3780000,UsedCar
380,BMW,X4 SERIES X4 XDRIVE30I,2020,13522 ,2600000,UsedCar
381,BMW,X6 SERIES X6 XDRIVE,2015,101200 ,1750000,UsedCar
382,BMW,I SERIES I3,2018,19968 ,1380000,UsedCar
383,BENZ,GLB-CLASS GLB250,2020,1100 ,2480000,UsedCar
384,BMW,4 SERIES CONVERTIBLE 440,2021,110 ,3580000,UsedCar
385,PORSCHE,MACAN S,2019,21388 ,3280000,UsedCar
386,BMW,X5 SERIES X5 XDRIVE,2019,22762 ,3180000,UsedCar
387,BENZ,GLC-CLASS GLC 300,2021,110 ,3160000,UsedCar
388,BENZ,GLA-CLASS GLA250,2021,2026 ,2280000,UsedCar
389,NISSAN,X-TRAIL 2.5,2021,9000 ,890000,UsedCar
390,BENZ,A-CLASS A250,2019,13000 ,1750000,UsedCar
391,NISSAN,LIVINA 1.8,2013,78786 ,290000,UsedCar
392,BENZ,E-CLASS ESTATE E200 T,2014,121196 ,1220000,UsedCar
393,AUDI,A4 2.0,2017,72522 ,1200000,UsedCar
394,PORSCHE,MACAN S,2019,14905 ,3380000,UsedCar
395,TOYOTA,VIOS 1.5,2008,73336 ,160000,UsedCar
396,AUDI,TTRS 2.5,2018,20890 ,2890000,UsedCar
397,BENZ,GLC-CLASS GLC 300,2017,57000 ,1980000,UsedCar
398,HONDA,TYPE R 其他,2019,7100 ,1960000,UsedCar
399,BMW,X3 SERIES X3 XDRIVE,2018,78553 ,1750000,UsedCar
400,BMW,X5 SERIES X5 XDRIVE,2019,13854 ,3080000,UsedCar
401,BENZ,GLC-CLASS 43,2021,110 ,3780000,UsedCar
402,BENZ,C-CLASS COUPE C63S,2019,4300 ,3880000,UsedCar
403,BENZ,GT-CLASS GT53,2019,44000 ,5580000,UsedCar
404,BMW,5 SERIES TOURING 520,2016,70367 ,1420000,UsedCar
405,BENZ,E-CLASS E300,2018,50000 ,1850000,UsedCar
406,BENZ,GLC-CLASS 43,2020,5000 ,3280000,UsedCar
407,PORSCHE,CAYENNE 3.0,2019,6500 ,3720000,UsedCar
408,BENZ,E-CLASS E300,2017,40000 ,1800000,UsedCar
409,BMW,X3 SERIES X3 XDRIVE,2018,39239 ,2460000,UsedCar
410,BENZ,E-CLASS E300,2017,40000 ,1780000,UsedCar
411,PORSCHE,CAYMAN 2.0,2018,39169 ,2680000,UsedCar
412,BENZ,GLA-CLASS GLA250,2021,1273 ,2280000,UsedCar
413,BENZ,E-CLASS E300,2018,33458 ,1880000,UsedCar
414,BMW,3 SERIES TOURING 328,2014,160000 ,1020000,UsedCar
415,BENZ,CLS-CLASS CLS55 AMG,2019,30647 ,3680000,UsedCar
416,BENZ,C-CLASS ESTATE C43T,2017,47505 ,2180000,UsedCar
417,PORSCHE,CAYMAN 2.7,2014,68649 ,1980000,UsedCar
418,PORSCHE,CAYENNE 3.0,2019,19100 ,3580000,UsedCar
419,BMW,3 SERIES 328,2016,57800 ,1220000,UsedCar
420,BMW,X6 SERIES X6 XDRIVE,2020,12000 ,3780000,UsedCar
421,BMW,3 SERIES TOURING 328,2014,160000 ,980000,UsedCar
422,BENZ,E-CLASS E400,2017,62000 ,1980000,UsedCar
423,BENZ,GLC-CLASS GLC 300,2021,110 ,3160000,UsedCar
424,MCLAREN,650S COUPE,2015,55800 ,5880000,UsedCar
425,MASERATI,GHIBLI 3.0,2014,76800 ,1620000,UsedCar
426,BMW,4 SERIES COUPE 435,2015,50672 ,1520000,UsedCar
427,BMW,X4 SERIES X4 XDRIVE30I,2019,31000 ,2380000,UsedCar
428,BENZ,A-CLASS A250,2019,36000 ,1720000,UsedCar
429,BMW,5 SERIES 528,2016,60000 ,1320000,UsedCar
430,BENZ,GLE-CLASS 43 AMG,2017,30897 ,2680000,UsedCar
431,BENZ,C-CLASS C400,2015,108000 ,1280000,UsedCar
432,AUDI,A4 1.4,2017,12000 ,1080000,UsedCar
433,NISSAN,TIIDA 1.8,2012,78663 ,270000,UsedCar
434,LEXUS,RX SERIES RX350,2006,190000 ,250000,UsedCar
435,BENZ,CLA-CLASS CLA45 AMG,2014,83000 ,1380000,UsedCar
436,BMW,X7 SERIES 3.0,2019,5000 ,4280000,UsedCar
437,BMW,X3 SERIES X3 XDRIVE,2020,13000 ,2850000,UsedCar
438,BMW,5 SERIES 520,2012,145737 ,620000,UsedCar
439,BENZ,C-CLASS C300,2019,49000 ,1780000,UsedCar
440,BMW,8 SERIES GRAN COUPE M850I,2020,1100 ,6080000,UsedCar
441,BENZ,CLA-CLASS CLA250,2014,86000 ,980000,UsedCar
442,BENZ,GLE-CLASS 450,2020,25500 ,3680000,UsedCar
443,BMW,X4 SERIES M40I,2019,18000 ,2720000,UsedCar
444,BENZ,GLC-CLASS 43,2017,67000 ,1980000,UsedCar
445,BENZ,E-CLASS E43 AMG,2018,61000 ,3480000,UsedCar
446,BENZ,A-CLASS A250,2019,15511 ,1620000,UsedCar
447,BENZ,E-CLASS E350,2021,110 ,3480000,UsedCar
448,BENZ,GLC-CLASS GLC 300,2017,80000 ,1580000,UsedCar
449,BMW,I SERIES I3,2018,10000 ,1380000,UsedCar
450,BMW,5 SERIES 540,2017,52000 ,2060000,UsedCar
451,MAZDA,3 1.6,2012,69000 ,280000,UsedCar
452,MITSUBISHI,FREECA 2.0,1998,267320 ,50000,UsedCar
453,MAZDA,CX-9 2.5,2017,16093 ,1150000,UsedCar
454,FORD,KUGA 1.5,2020,22320 ,650000,UsedCar
455,BENZ,GLE-CLASS 43 AMG,2018,40000 ,2650000,UsedCar
456,BMW,M5 M5 SEDAN,2018,40000 ,3780000,UsedCar
457,BMW,7 SERIES 750,2010,170000 ,480000,UsedCar
458,BENZ,E-CLASS E300,2018,50000 ,1730000,UsedCar
459,HONDA,CIVIC 1.8,2015,40000 ,510000,UsedCar
460,BENZ,G-CLASS G500,2016,100000 ,3680000,UsedCar
461,LUXGEN,M7 2.2,2020,19484 ,890000,UsedCar
462,TOYOTA,RAV-4 2.4,2012,80000 ,380000,UsedCar
463,NISSAN,LIVINA 1.8,2012,110000 ,280000,UsedCar
464,BMW,5 SERIES 528,2016,60000 ,1350000,UsedCar
465,TOYOTA,ALTIS 1.8,2005,155505 ,130000,UsedCar
466,BENZ,E-CLASS ESTATE E53 T,2019,29304 ,3350000,UsedCar
467,BMW,3 SERIES 328,2016,46630 ,1390000,UsedCar
468,BENZ,GLC-CLASS GLC 300,2020,7937 ,2290000,UsedCar
469,MINI,COOPER 1.6,2013,168888 ,1680000,UsedCar
470,SAAB,9-5 2.0,2002,150000 ,130000,UsedCar
471,FORD,FOCUS 1.5,2019,60000 ,500000,UsedCar
472,TOYOTA,ALTIS 1.8,2019,27606 ,590000,UsedCar
473,VW,GOLF PLUS 1.6,2007,159851 ,160000,UsedCar
474,TOYOTA,RAV-4 2.5,2014,90000 ,520000,UsedCar
475,BMW,M5 M5 SEDAN,2015,46000 ,2490000,UsedCar
476,FORD,FOCUS 1.6,2012,49830 ,350000,UsedCar
477,PORSCHE,PANAMERA 3.6,2011,130139 ,1250000,UsedCar
478,TOYOTA,YARIS 1.5,2016,19019 ,430000,UsedCar
479,PORSCHE,996 3.4,2001,16888 ,1990000,UsedCar
480,BENZ,G-CLASS G63 AMG,2013,57000 ,3890000,UsedCar
481,BENZ,GLK-CLASS GLK300,2013,113664 ,960000,UsedCar
482,BMW,3 SERIES 328,2016,61380 ,1260000,UsedCar
483,BENZ,CLA-CLASS CLA250,2020,111 ,1990000,UsedCar
484,BENZ,GLC-CLASS GLC 300,2018,15744 ,1890000,UsedCar
485,MASERATI,LEVANTE 3.0,2018,33857 ,2690000,UsedCar
486,VW,GOLF 1.2,2015,8759 ,520000,UsedCar
487,VW,T4 2.5,2003,80453 ,190000,UsedCar
488,AUDI,A8 3.0,2014,100000 ,1180000,UsedCar
489,TOYOTA,WISH 2.0,2016,50000 ,590000,UsedCar
490,BMW,3 SERIES COUPE 320,2010,100000 ,580000,UsedCar
491,BMW,X3 SERIES X3 XDRIVE,2011,160000 ,790000,UsedCar
492,VW,POLO 1.4,2009,180000 ,230000,UsedCar
493,HONDA,CRV 2.4,2014,120000 ,550000,UsedCar
494,BMW,3 SERIES 320,2011,81000 ,480000,UsedCar
495,HYUNDAI,IX35 2.0,2013,130000 ,310000,UsedCar
496,BMW,3 SERIES TOURING 335,2007,140000 ,680000,UsedCar
497,BENZ,E-CLASS E43 AMG,2017,50010 ,2580000,UsedCar
498,BENZ,CLA-CLASS CLA250,2018,28510 ,1390000,UsedCar
499,BENZ,GLC-CLASS GLC 300,2019,48870 ,1780000,UsedCar
500,BMW,M2 M2 COUPE,2016,60000 ,1830000,UsedCar
501,TOYOTA,CAMRY 2.0,2018,5000 ,730000,UsedCar
502,BENZ,A-CLASS A250,2012,70000 ,720000,UsedCar
503,BENZ,C-CLASS C300,2015,65000 ,1060000,UsedCar
504,SUBARU,FORESTER 2.0,2013,190000 ,330000,UsedCar
505,VOLVO,XC60 2.4,2012,140000 ,520000,UsedCar
506,TOYOTA,ALTIS 1.8,2011,200000 ,260000,UsedCar
507,TOYOTA,CAMRY 2.4,2008,100000 ,280000,UsedCar
508,TOYOTA,WISH 2.0,2006,150000 ,210000,UsedCar
509,LUXGEN,7 SUV 2.2,2010,100000 ,210000,UsedCar
510,NISSAN,SERENA QRV 2.5,2006,150000 ,220000,UsedCar
511,VW,GOLF 2.0,2014,93000 ,830000,UsedCar
512,BENZ,E-CLASS E300,2017,52200 ,1750000,UsedCar
513,BENZ,GLA-CLASS GLA 45,2017,59036 ,1720000,UsedCar
514,BMW,7 SERIES 730,2013,115000 ,880000,UsedCar
515,BENZ,GLC-CLASS GLC 300,2016,48722 ,1680000,UsedCar
516,BENZ,GLC-CLASS GLC 300,2017,24444 ,1830000,UsedCar
517,JAGUAR,SOVEREIGN 3.2,1996,227470 ,380000,UsedCar
518,BENZ,GLC-CLASS GLC 300,2017,87104 ,1780000,UsedCar
519,BMW,X6 SERIES X6 M,2010,160917 ,1080000,UsedCar
520,BMW,X4 SERIES X4 XDRIVE30D,2015,110657 ,1190000,UsedCar
521,BMW,M5 M5 SEDAN,2006,96676 ,880000,UsedCar
522,BMW,5 SERIES 530,2003,280000 ,180000,UsedCar
523,PORSCHE,CAYENNE 3.0,2013,110000 ,1180000,UsedCar
524,VW,T5 2.0,2011,250000 ,430000,UsedCar
525,MAZDA,3 2.0,2014,107000 ,350000,UsedCar
526,MITSUBISHI,DELICA 2.4,2010,299000 ,230000,UsedCar
527,NISSAN,LIVINA 1.6,2012,161662 ,220000,UsedCar
528,MITSUBISHI,SAVRIN 2.0,2004,290000 ,50000,UsedCar
529,SUZUKI,JIMNY 1.3,2005,114067 ,230000,UsedCar
530,HYUNDAI,I30 CW 1.6,2009,170000 ,210000,UsedCar
531,NISSAN,SENTRA 1.8,2003,168305 ,80000,UsedCar
532,TOYOTA,YARIS 1.5,2008,167506 ,180000,UsedCar
533,TOYOTA,VIOS 1.5,2011,138967 ,190000,UsedCar
534,HONDA,FERIO 1.7,2001,257554 ,70000,UsedCar
535,TOYOTA,CAMRY 2.0,2019,137420 ,240000,UsedCar
536,BMW,X5 SERIES X5 3.0,2006,137080 ,390000,UsedCar
537,TOYOTA,WISH 2.0,2007,130384 ,230000,UsedCar
538,TOYOTA,PREMIO 2.0,2000,178221 ,70000,UsedCar
539,HYUNDAI,MATRIX 1.6,2004,151647 ,80000,UsedCar
540,PEUGEOT,307 1.6,1997,177777 ,180000,UsedCar
541,TOYOTA,CAMRY 2.0,2004,252000 ,120000,UsedCar
542,JAGUAR,XFR 其他,2010,65679 ,1180000,UsedCar
543,ACURA,MDX 3.5,2003,241000 ,250000,UsedCar
544,BENZ,G-CLASS G500,2000,87547 ,2880000,UsedCar
545,AUDI,S4 4.2,2006,170797 ,480000,UsedCar
546,BENZ,E-CLASS E320,2000,134000 ,130000,UsedCar
547,BENZ,S-CLASS S500,2006,157000 ,480000,UsedCar
548,BENZ,C-CLASS C300,2019,35000 ,1880000,UsedCar
549,BENZ,G-CLASS G500,2000,87547 ,2880000,UsedCar
550,BENZ,E-CLASS E220,2014,146434 ,1180000,UsedCar
551,BMW,7 SERIES 730,2011,245792 ,920000,UsedCar
552,BENZ,C-CLASS C300,2009,119940 ,520000,UsedCar
553,BENZ,GLC-CLASS GLC 300,2017,60000 ,1490000,UsedCar
554,VW,T5 2.0,2015,405780 ,680000,UsedCar
555,BMW,X5 SERIES X5 25D,2015,73867 ,1380000,UsedCar
556,BENZ,GLA-CLASS GLA 45,2015,85138 ,1380000,UsedCar
557,LEXUS,RX SERIES RX 200T,2017,76629 ,1680000,UsedCar
558,HYUNDAI,PORTER 2.5,2018,66008 ,580000,UsedCar
559,BENZ,CLA-CLASS CLA250,2016,60180 ,1290000,UsedCar
560,BMW,X5 SERIES X5 30D,2015,60084 ,1450000,UsedCar
561,VW,PASSAT 2.0,2008,127679 ,290000,UsedCar
562,BENZ,GLK-CLASS GLK220,2015,104477 ,1150000,UsedCar
563,HONDA,CRV 2.4,2017,124983 ,620000,UsedCar
564,NISSAN,KICKS 1.5,2018,64018 ,570000,UsedCar
565,PORSCHE,CAYENNE 3.2,2004,192872 ,290000,UsedCar
566,NISSAN,LIVINA 1.6,2018,85020 ,380000,UsedCar
567,MINI,COOPER CLUBMAN 1.5,2016,44581 ,990000,UsedCar
568,BMW,5 SERIES 520,2013,145131 ,750000,UsedCar
569,PORSCHE,CAYENNE 3.0,2019,73543 ,2780000,UsedCar
570,FORD,KUGA 1.5,2016,112944 ,560000,UsedCar
571,BENZ,E-CLASS E43 AMG,2017,62668 ,2880000,UsedCar
572,SUZUKI,SWIFT 1.4,2012,175878 ,290000,UsedCar
573,HONDA,FIT 1.5,2018,93508 ,490000,UsedCar
574,MITSUBISHI,ZINGER 2.4,2018,35565 ,390000,UsedCar
575,BMW,2 SERIES M240I,2017,22480 ,1630000,UsedCar
576,TOYOTA,RAV-4 2.0,2017,154028 ,590000,UsedCar
577,MITSUBISHI,DELICA 2.4,2019,87273 ,430000,UsedCar
578,BENZ,C-CLASS C250,2013,151130 ,720000,UsedCar
579,BENZ,B-CLASS B200,2015,38753 ,1030000,UsedCar
580,NISSAN,TIIDA 1.6,2015,50213 ,250000,UsedCar
581,MITSUBISHI,VERYCA 1.3,2018,85350 ,350000,UsedCar
582,TOYOTA,RAV-4 2.4,2017,83017 ,730000,UsedCar
583,BENZ,S-CLASS S63 AMG,2018,22490 ,6980000,UsedCar
584,VW,GOLF 1.4,2011,141959 ,360000,UsedCar
585,BENZ,E-CLASS E63 S,2020,1221 ,6380000,UsedCar
586,BENZ,C-CLASS COUPE C63S,2017,43744 ,3380000,UsedCar
587,BMW,4 SERIES GRAN COUPE 420I,2015,64665 ,1030000,UsedCar
588,TOYOTA,CAMRY 2.5,2013,99369 ,460000,UsedCar
589,PORSCHE,PANAMERA 2.9,2018,15860 ,5880000,UsedCar
590,TOYOTA,YARIS 1.5,2016,89756 ,370000,UsedCar
591,BENZ,C-CLASS C63S,2018,28846 ,3380000,UsedCar
592,BMW,X5 SERIES X5 3.0,2004,202241 ,230000,UsedCar
593,FORD,FOCUS 2.0,2013,101828 ,350000,UsedCar
594,BENZ,S-CLASS S500,2006,167271 ,290000,UsedCar
595,HONDA,HR-V 1.8,2018,130156 ,570000,UsedCar
596,BENZ,CLA-CLASS CLA200 SHOOTING BRAKE,2016,49460 ,1160000,UsedCar
597,TOYOTA,ALTIS 1.8,2018,48267 ,530000,UsedCar
598,VW,GOLF 1.6,2010,84737 ,240000,UsedCar
599,BENZ,C-CLASS C300,2018,50659 ,1490000,UsedCar
600,BENZ,GLC-CLASS GLC 300,2018,30965 ,2200000,UsedCar
601,FORD,FOCUS 1.6,2015,158098 ,300000,UsedCar
602,MITSUBISHI,COLT PLUS 1.5,2015,101422 ,280000,UsedCar
603,LUXGEN,U6 2.0,2014,94458 ,390000,UsedCar
604,SUBARU,FORESTER 2.0,2014,139161 ,560000,UsedCar
605,HYUNDAI,ELANTRA 1.8,2013,189919 ,310000,UsedCar
606,BMW,6 SERIES GRAN COUPE 640,2013,56009 ,1390000,UsedCar
607,BENZ,GLC-CLASS GLC 300,2018,69801 ,1590000,UsedCar
608,NISSAN,KICKS 1.5,2019,13244 ,660000,UsedCar
609,TOYOTA,YARIS 1.5,2009,159054 ,230000,UsedCar
610,VOLVO,V40 1.6,2014,52446 ,550000,UsedCar
611,BENZ,GLA-CLASS GLA250,2018,33502 ,1480000,UsedCar
612,BMW,X4 SERIES X4 XDRIVE35I,2015,60897 ,1190000,UsedCar
613,MITSUBISHI,VERYCA 1.5,2020,7369 ,460000,UsedCar
614,HYUNDAI,PORTER 2.5,2018,82694 ,470000,UsedCar
615,TOYOTA,YARIS 1.5,2012,204516 ,270000,UsedCar
616,BENZ,CLA-CLASS CLA200,2015,119510 ,1130000,UsedCar
617,LEXUS,NX SERIES 300H,2015,127375 ,990000,UsedCar
618,LEXUS,IS SERIES IS200T,2016,94478 ,920000,UsedCar
619,FORD,FOCUS 2.0,2015,124488 ,390000,UsedCar
620,BMW,3 SERIES 328,2015,110960 ,990000,UsedCar
621,MAZDA,3 1.6,2009,203263 ,180000,UsedCar
622,BMW,5 SERIES 520,2016,50754 ,1180000,UsedCar
623,LEXUS,ES SERIES ES300,2002,101608 ,90000,UsedCar
624,BENZ,E-CLASS E240,2000,145731 ,170000,UsedCar
625,JAGUAR,X-TYPE 2.1,2003,73079 ,220000,UsedCar
626,LAND ROVER,EVOQUE 2.0,2016,60244 ,1230000,UsedCar
627,LEXUS,NX SERIES 300,2018,32891 ,1590000,UsedCar
628,PORSCHE,MACAN 2.0,2016,34109 ,1760000,UsedCar
629,LEXUS,CT HYBRID CT200H,2016,85702 ,860000,UsedCar
630,MINI,COOPER COUNTRYMAN 1.5,2020,12426 ,1180000,UsedCar
631,LEXUS,UX SERIES UX250H,2020,10063 ,1190000,UsedCar
632,BMW,X2 SERIES SDRIVE,2018,34866 ,1450000,UsedCar
633,BENZ,E-CLASS COUPE E400 COUPE,2014,67676 ,1380000,UsedCar
634,BENZ,E-CLASS E63 AMG,2007,230014 ,610000,UsedCar
635,AUDI,A3 SPORTBACK 1.4,2020,28212 ,1130000,UsedCar
636,TOYOTA,ALPHARD 3.5,2016,64936 ,1780000,UsedCar
637,BMW,X5 SERIES X5 4.4,2011,100427 ,790000,UsedCar
638,MINI,COOPER S COUNTRYMAN 1.6,2015,30776 ,930000,UsedCar
639,BMW,X5 SERIES X5 25D,2015,165097 ,1090000,UsedCar
640,PORSCHE,CAYMAN 3.4,2014,30131 ,2280000,UsedCar
641,BENZ,C-CLASS C200,2016,54494 ,1290000,UsedCar
642,TOYOTA,YARIS 1.5,2011,176958 ,250000,UsedCar
643,PORSCHE,MACAN TURBO,2015,55608 ,1990000,UsedCar
644,VW,TIGUAN 2.0,2019,92169 ,990000,UsedCar
645,BENZ,GLC-CLASS GLC 300,2020,7988 ,2520000,UsedCar
646,AUDI,A8 3.2,2008,201201 ,350000,UsedCar
647,MINI,COOPER S COUNTRYMAN 2.0,2019,12379 ,1480000,UsedCar
648,BMW,M3 M3 SEDAN,2016,77648 ,2180000,UsedCar
649,AUDI,A3 SPORTBACK 1.4,2016,93745 ,750000,UsedCar
650,MINI,COOPER S COUNTRYMAN 1.6,2012,129790 ,680000,UsedCar
651,MAZDA,5 七人座,2011,158936 ,280000,UsedCar
652,LEXUS,LS SERIES LS500H,2018,69197 ,2480000,UsedCar
653,INFINITI,Q SEDAN Q50,2018,20309 ,1190000,UsedCar
654,AUDI,Q7 3.0,2011,102076 ,760000,UsedCar
655,AUDI,A1 SPORTBACK 1.4,2012,88526 ,450000,UsedCar
656,PORSCHE,MACAN 2.0,2016,98208 ,1880000,UsedCar
657,BMW,6 SERIES GRAN COUPE 640,2015,66022 ,1490000,UsedCar
658,HONDA,CIVIC 1.8,2008,171190 ,230000,UsedCar
659,LEXUS,NX SERIES 200 T,2016,82306 ,1190000,UsedCar
660,BMW,2 SERIES 218D,2017,65722 ,850000,UsedCar
661,SKODA,FABIA 1.0 TSI,2019,13873 ,560000,UsedCar
662,BMW,5 SERIES 528,2015,71064 ,1080000,UsedCar
663,PORSCHE,CAYENNE 3.6,2011,117891 ,1010000,UsedCar
664,LEXUS,CT HYBRID CT200H,2018,39792 ,880000,UsedCar
665,LUXGEN,U7 2.2,2013,67222 ,350000,UsedCar
666,BMW,1 SERIES 116,2013,49178 ,580000,UsedCar
667,VW,TIGUAN 2.0,2019,23618 ,990000,UsedCar
668,PORSCHE,CAYENNE 3.0,2016,77147 ,1750000,UsedCar
669,BENZ,E-CLASS E200,2013,107884 ,990000,UsedCar
670,BMW,5 SERIES 523,2007,172598 ,290000,UsedCar
671,BENZ,A-CLASS A250,2019,9717 ,1580000,UsedCar
672,AUDI,Q3 1.4,2017,30655 ,950000,UsedCar
673,DAIHATSU,TERIOS 1.5,2007,258619 ,290000,UsedCar
674,BMW,5 SERIES 530,2017,56866 ,1660000,UsedCar
675,BMW,4 SERIES COUPE 435,2014,60642 ,1420000,UsedCar
676,BMW,3 SERIES 318,2013,94846 ,990000,UsedCar
677,BMW,7 SERIES 740,2016,64687 ,1720000,UsedCar
678,VW,TIGUAN 1.4,2014,65220 ,430000,UsedCar
679,BMW,X1 SERIES X1 SDRIVE,2018,56397 ,1080000,UsedCar
680,LEXUS,IS SERIES IS200T,2016,100154 ,890000,UsedCar
681,LEXUS,NX SERIES 200 T,2017,72566 ,1150000,UsedCar
682,LEXUS,CT HYBRID CT200H,2016,34441 ,890000,UsedCar
683,LAND ROVER,DISCOVERY SPORT 2.0,2018,90112 ,1190000,UsedCar
684,MASERATI,QUATTROPORTE 4.2,2006,93559 ,690000,UsedCar
685,TOYOTA,COROLLA 1.8,1994,177019 ,120000,UsedCar
686,BENZ,S-CLASS S500,2008,178260 ,490000,UsedCar
687,BENZ,C-CLASS C300,2015,64145 ,1190000,UsedCar
688,BENZ,S-CLASS S550,2007,246126 ,390000,UsedCar
689,INFINITI,Q SEDAN Q30,2017,29989 ,890000,UsedCar
690,BMW,Z4 SERIES Z4 COUPE,2003,84915 ,450000,UsedCar
691,TOYOTA,RAV-4 2.0,2017,31249 ,760000,UsedCar
692,AUDI,A1 1.4,2012,102631 ,490000,UsedCar
693,INFINITI,Q SEDAN Q50,2015,44675 ,850000,UsedCar
694,PEUGEOT,208 1.6,2013,92010 ,340000,UsedCar
695,NISSAN,TEANA 2.3,2005,202972 ,90000,UsedCar
696,BENZ,C-CLASS C300,2018,39014 ,1580000,UsedCar
697,LEXUS,NX SERIES 200T,2017,26094 ,1250000,UsedCar
698,VW,GOLF 2.0,2018,58004 ,1430000,UsedCar
699,BMW,X1 SERIES X1 XDRIVE,2016,48460 ,1250000,UsedCar
700,PORSCHE,CAYENNE 3.0,2015,95146 ,1530000,UsedCar
701,VW,SCIROCCO 1.4,2012,69366 ,490000,UsedCar
702,HONDA,CIVIC 1.8,2006,126568 ,260000,UsedCar
703,BENZ,G-CLASS G500,2015,103238 ,3680000,UsedCar
704,AUDI,TTRS 2.5,2017,71594 ,2580000,UsedCar
705,AUDI,A1 1.0,2020,10428 ,990000,UsedCar
706,BMW,I SERIES I3,2017,22422 ,1280000,UsedCar
707,BENZ,GLC-CLASS GLC 300,2019,34030 ,1980000,UsedCar
708,LEXUS,LS SERIES 350,2018,15563 ,1990000,UsedCar
709,VW,GOLF 1.6,2012,116752 ,330000,UsedCar
710,BENZ,CLA-CLASS CLA250,2018,30999 ,1390000,UsedCar
711,BENZ,GLC-CLASS GLC 300,2017,58833 ,1890000,UsedCar
712,LEXUS,CT HYBRID CT200H,2017,33094 ,950000,UsedCar
713,MITSUBISHI,ASX 1.8,2012,168369 ,330000,UsedCar
714,SUBARU,LEGACY 2.5,2011,159140 ,380000,UsedCar
715,BMW,5 SERIES GRAND TURISMO 550,2011,127564 ,760000,UsedCar
716,AUDI,A5 COUPE 2.0,2010,123509 ,550000,UsedCar
717,BENZ,C-CLASS C250,2015,51044 ,1180000,UsedCar
718,VW,GOLF 2.0,2019,17382 ,1370000,UsedCar
719,BMW,X1 SERIES X1 SDRIVE,2018,49479 ,1320000,UsedCar
720,JAGUAR,XF 2.0,2016,25621 ,1220000,UsedCar
721,VW,GOLF 1.2,2015,44939 ,530000,UsedCar
722,TOYOTA,SIENNA 3.5,2011,133828 ,790000,UsedCar
723,BENZ,S-CLASS S400 3.0,2014,71691 ,1680000,UsedCar
724,BENZ,GLK-CLASS GLK220,2013,97568 ,920000,UsedCar
725,BENZ,S-CLASS S400 3.0,2018,60116 ,3180000,UsedCar
726,BENZ,S-CLASS S450,2018,22461 ,3580000,UsedCar
727,VW,PASSAT 2.0,2008,192031 ,320000,UsedCar
728,VW,POLO 1.6,2016,66237 ,350000,UsedCar
729,NISSAN,LIVINA 1.6,2015,124210 ,290000,UsedCar
730,LEXUS,NX SERIES 200T,2015,38376 ,1290000,UsedCar
731,BENZ,CLA-CLASS CLA250,2018,55448 ,1480000,UsedCar
732,LEXUS,ES SERIES ES300H 油電,2013,75166 ,690000,UsedCar
733,MITSUBISHI,ZINGER 2.4,2018,59146 ,390000,UsedCar
734,LUXGEN,U7 2.2,2011,154634 ,230000,UsedCar
735,LEXUS,IS SERIES IS200T,2016,30932 ,1080000,UsedCar
736,BENZ,GLC-CLASS GLC 300,2019,44822 ,1690000,UsedCar
737,BMW,3 SERIES 328,2016,81106 ,1090000,UsedCar
738,BENZ,E-CLASS 300 E,2018,81310 ,1790000,UsedCar
739,BENZ,GLA-CLASS GLA250,2018,45875 ,1390000,UsedCar
740,BENZ,C-CLASS C300,2016,55337 ,1350000,UsedCar
741,BENZ,C-CLASS C300,2018,54300 ,1550000,UsedCar
742,BMW,5 SERIES 528,2016,59620 ,1250000,UsedCar
743,BMW,1 SERIES 120,2012,66492 ,590000,UsedCar
744,BENZ,C-CLASS C300,2015,101012 ,1150000,UsedCar
745,BENZ,C-CLASS C300,2018,71800 ,1450000,UsedCar
746,BMW,5 SERIES TOURING 530,2006,205327 ,520000,UsedCar
747,INFINITI,FX FX 35,2006,188794 ,220000,UsedCar
748,BMW,5 SERIES 523,2011,136076 ,590000,UsedCar
749,BENZ,S-CLASS S320,1997,216357 ,150000,UsedCar
750,BMW,5 SERIES 525,2015,160943 ,990000,UsedCar
751,BMW,X2 SERIES SDRIVE,2020,1512 ,1490000,UsedCar
752,SUBARU,FORESTER 2.0,2017,62105 ,660000,UsedCar
753,PORSCHE,PANAMERA 3.0,2012,49218 ,1390000,UsedCar
754,LEXUS,RX SERIES RX 200T,2017,53126 ,1490000,UsedCar
755,AUDI,Q5 2.0,2018,12931 ,1580000,UsedCar
756,BENZ,C-CLASS C250,2016,62532 ,1360000,UsedCar
757,PORSCHE,MACAN 2.0,2021,632 ,2690000,UsedCar
758,BENZ,C-CLASS C43 AMG,2017,67607 ,2030000,UsedCar
759,BENZ,E-CLASS E300,2017,54212 ,1880000,UsedCar
760,HYUNDAI,TUCSON 1.6,2019,14876 ,680000,UsedCar
761,LEXUS,LS SERIES 350,2018,51837 ,1960000,UsedCar
762,MINI,COOPER COUNTRYMAN 1.6,2016,70264 ,890000,UsedCar
763,MAZDA,3 2.0,2012,57129 ,350000,UsedCar
764,BMW,M5 M5 SEDAN,2014,67483 ,1780000,UsedCar
765,NISSAN,X-TRAIL 2.0,2019,23467 ,730000,UsedCar
766,MINI,COOPER S COUNTRYMAN 1.6,2011,99614 ,580000,UsedCar
767,BMW,3 SERIES 320,2011,86164 ,450000,UsedCar
768,MINI,HATCH 1.5,2020,23699 ,950000,UsedCar
