,id,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_door,car_seat,car_cylinderVolume,car_driveMode,car_fuel,car_gear,car_address,car_title,car_photo,dealer_name,dealer_address,sunroof,TPMS,SRS,keyless,ESP,TCS,ABS,cruise_sys,HID_head,LED_head,electric_seat,auto_AC,navi_sys,IVI_sys,leather_seat,parking_radar,parking_camera,BSM,ACC
10,265247,LEXUS,ES SERIES ES300H 油電,2014,129599 ,660000,白色,4 ,5 ,2500,2WD,油電,手自排,桃園市,LEXUS凌志ES300h油電車高級豪華房車高貴不貴一手無菸車庫車全車原漆原板件,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ea48fb84-af5e-4e01-9a48-6b56941fea81.jpg?w=600&h=450,錦鑫汽車,桃園市蘆竹區南工路39-3號,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
11,267698,SUZUKI,VITARA 1.4,2018,57461 ,590000,白色,5 ,5 ,1400,2WD,汽油,手自排,桃園市,歐洲原裝進口小RV~1.4T渦輪增壓 里程只5萬 原廠紀錄 高安規7氣囊+循跡,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-056646f8-5ae9-493b-8c61-cb2484fd62c0.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0
12,270188,LUXGEN,M7 2.2,2015,96532 ,580000,白色,5 ,7 ,2200,2WD,汽油,手自排,新北市,大信SAVE 2015年 最頂級 M7 ECO 車道偏移+電動椅+後座10吋螢幕,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-4f865abc-ea98-4ae7-a3bf-c71f3c222a92.JPG?w=600&h=450,大信汽車-SAVE認證車聯盟,新北市泰山區新北大道5段618號,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
13,269776,ALFA ROMEO,GIULIA TI,2017,53182 ,1490000,紅色,4 ,5 ,2000,2WD,汽油,手自排,台北市,【滿配義式浪漫】2017 Alfa Romeo Giulia Ti Sport,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6e10b877-292a-4ed4-8dd5-9c5284c02e56.jpg?w=600&h=450,齊樂車酷,台北市中山區民族東路177號,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
14,272303,SKODA,RAPID 1.4,2016,61306 ,430000,藍色,5 ,5 ,1400,2WD,汽油,自手排,高雄市,2016型SKODA RAPID 1.4TSI原廠LED(行照變更)/全景玻璃頂,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-fe0ab28a-19b7-479c-95d4-588db31c22cc.JPG?w=600&h=450,乙鈞汽車,高雄市左營區自由四路428號,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
15,257092,SKODA,YETI 1.2,2015,99980 ,350000,藍色,5 ,5 ,1200,2WD,汽油,自手排,高雄市,2015型 SKODA YETI 1.2TSI 低稅金/渦輪增壓/行李架/循跡,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-69ec8495-8608-4ccf-95f3-5b7eb28d1998.JPG?w=600&h=450,乙鈞汽車,高雄市左營區自由四路428號,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
16,267619,LUXGEN,U6 1.8,2014,75016 ,370000,白色,5 ,5 ,1800,2WD,汽油,手自排,新北市,大信SAVE 2014 U6 TURBO 僅跑7萬多KM 車側影像+手自排+天窗,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-8a944db0-3c82-4c88-831d-dc2c9d04d713.JPG?w=600&h=450,大信汽車-SAVE認證車聯盟,新北市泰山區新北大道5段618號,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
17,272256,BENZ,GLC-CLASS GLC 300,2020,18050 ,1990000,黑色,0 ,0 ,2000,4WD,油電,手自排,台南市,2020領牌 AMG 總代理 P20 僅跑1萬7 一手車 原廠保養  新車保固中,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-03e39129-267a-4862-93bb-22c9ae9b1de4.jpg?w=600&h=450,SUM台新汽車-台南小林,台南市新營區復興路507號,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
18,272226,BENZ,CLA-CLASS CLA200,2015,107444 ,890000,白色,4 ,5 ,1600,2WD,汽油,自手排,高雄市,2015型 BENZ CLA200 1.6L 渦輪增壓/HID/換檔撥片/定速,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-b73ec31b-4911-4a7b-8ac1-995b7034d450.JPG?w=600&h=450,乙鈞汽車,高雄市左營區自由四路428號,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0
19,272223,BMW,3 SERIES 320,2020,19342 ,1750000,藍色,0 ,0 ,2000,2WD,汽油,手自排,台北市,-世鑫汽車- BMW 320i M-sport Acc自動跟車 盲點 環景,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ecc9e4dc-2ec9-4899-b8d2-02bca326c5db.jpg?w=600&h=450,世鑫汽車,台北市北投區承德路六段451號,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
20,270973,BMW,3 SERIES GRAND TURISMO 320,2017,50999 ,1320000,白色,5 ,5 ,2000,2WD,汽油,手自排,高雄市,【鋐基汽車】BMW 320i GT SPORT 總代理 2017 全景天窗,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6bb62755-ccbc-4161-ab83-5d1eee596c75.jpg?w=600&h=450,鋐基汽車,高雄市鼓山區中華一路912-1號,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
21,272201,TOYOTA,AURIS 2.0,2018,25588 ,700000,白色,5 ,5 ,2000,2WD,汽油,自手排,桃園市,禮遇佳車業 x Auris 頂級 x ACC跟車 x 低里程 x  旗艦版,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6e4f48eb-04c0-4d54-9743-cf13e34acd9e.jpg?w=600&h=450,禮遇佳車業,桃園市龜山區復興一路471號,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
22,269978,SUBARU,OUTBACK 2.5,2017,86655 ,690000,鐵灰色,5 ,5 ,2500,4WD,汽油,手自排,桃園市,剛柔並濟i-S頂級AWD水平對臥*跨界旅行車*全原廠紀錄少跑.新車價對折入主OK,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-608b4d93-13d4-4bd5-95f8-73ca4fcaa971.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
23,272157,BENZ,B-CLASS B180,2018,6822 ,1120000,白色,5 ,5 ,1600,2WD,汽油,自手排,高雄市,【鋐基汽車】M-Benz B180 AMG總代理低里程 CARPLAY雙電動椅,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-2d355da0-7c06-453c-b0aa-58ac81d07556.jpg?w=600&h=450,鋐基汽車,高雄市鼓山區中華一路912-1號,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
24,271143,MINI,COOPER COUNTRYMAN 1.5,2018,17495 ,1160000,灰色,5 ,5 ,1500,2WD,汽油,手自排,高雄市,2018年 MINI COUNTRYMAN 1.5T 一手女用車 原版件低里程,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-44e21399-c8dc-44c4-acb4-1d5875788d6d.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
25,271144,BMW,2 SERIES 218D,2015,102787 ,610000,藍色,5 ,5 ,2000,2WD,柴油,手自排,高雄市,2014 BMW 218D 全車原版件 一手車 里程保證,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-740a4123-3b05-4369-b5df-6fda43e210a6.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
26,271150,FORD,FOCUS 1.6,2015,33625 ,320000,黑色,5 ,5 ,1600,2WD,汽油,自手排,高雄市,2015年 FOCUS 1.6 5D 低里程 優惠時尚流行車款,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-37821159-bfa9-4057-9ea4-7422ea98517f.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
27,271151,BENZ,E-CLASS E300,2019,18297 ,2380000,白色,4 ,5 ,2000,2WD,汽油,手自排,高雄市,2019年 E300 AMG 總代理 一手女用車 低里程 配備齊全,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ab2002f8-5a8b-4bca-af74-1bdbfd4fb760.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
28,272117,TOYOTA,RAV-4 2.0,2015,51900 ,590000,白色,5 ,5 ,2000,2WD,汽油,手自排,高雄市,2015年豐田 RAV4 2.0 E-HI 原版件 里程保證 一手女用車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-998691fc-f6e0-4f47-bb67-e2a969c712c1.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
29,272116,HYUNDAI,IX35 2.0,2016,75525 ,430000,白色,5 ,5 ,2000,2WD,汽油,手自排,高雄市,2016年IX35 2.0 豪華型 CP值高 休旅車 原版件 里程保證,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-7be36814-d9b9-422e-a5e9-c4032a9fcd15.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0
30,272034,LEXUS,NX SERIES 200 T,2015,117071 ,1120000,黑色,5 ,5 ,2000,4WD,汽油,手自排,新北市,出售LEXUS NX200T F-SPORT旗艦型 全景天窗 原廠保養一手車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-927d931a-a01d-4918-bd57-93a23e45e192.jpeg?w=600&h=450,駒艷國際車業,新北市樹林區保安街二段88號,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
31,270921,BENZ,C-CLASS C43 AMG,2016,72948 ,1990000,白色,2 ,4 ,3000,4WD,汽油,手自排,桃園市,禮遇佳車業 x C43 Coupe x 總代理 x 賽車座椅,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6fceab78-e64d-4706-a5fd-c4f8980c4e8b.jpg?w=600&h=450,禮遇佳車業,桃園市龜山區復興一路471號,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
32,271231,BMW,1 SERIES 118,2012,96976 ,550000,灰色,5 ,5 ,1600,2WD,汽油,自手排,桃園市,禮遇佳車業 x BMW 118i x  F20 x 漂亮車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-227a760c-1959-432f-9177-30c63ad3d972.jpg?w=600&h=450,禮遇佳車業,桃園市龜山區復興一路471號,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
33,268382,BENZ,C-CLASS C450,2016,37229 ,1780000,白色,4 ,5 ,3000,4WD,汽油,手自排,桃園市,C450 AMG 4Matic 23P跟車 超頂配 #4703,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-c6e3f56e-ac64-4737-8060-5454974d6b40.jpg?w=600&h=450,老船長車庫,桃園市桃園區永安路1189號,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
34,272055,KIA,SOUL 1.6,2018,18592 ,590000,其他,5 ,5 ,1600,2WD,柴油,自手排,桃園市,新型1.6柴油~旗艦震撼版~新車約百萬~里程1萬+原廠紀錄.高品質高質感的酷車!,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-c534a4a1-293f-45a0-be25-2cf87f55eb53.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
35,265126,HYUNDAI,IX35 2.4,2014,75278 ,450000,白色,5 ,5 ,2400,2WD,汽油,手自排,桃園市,同級車最便宜!頂級2.4全景天窗S版.影音滿配.里程跑少.直售不二價.超高CP值,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-b289c93d-05fe-4332-85a0-2a054b702606.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
36,270261,BENZ,GL-CLASS GL350,2016,71079 ,1750000,灰色,5 ,7 ,3000,4WD,柴油,手自排,台北市,2016年 總代理 BENZ GL350d AMG 4MATIC 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-69c1f53d-b1ba-46f4-a756-1930f87230e4.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,268152,BENZ,GLE-CLASS 3.5,2017,56353 ,1680000,黑色,5 ,5 ,3000,4WD,柴油,手自排,台北市,2017年 總代理 BENZ GLE 350d 4MATIC 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-904a4854-e4b8-449b-ab49-7355ccc87236.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,268295,BENZ,S-CLASS S400 3.0,2014,44554 ,1780000,黑色,4 ,5 ,3000,2WD,汽油,手自排,台北市,2014年總代理BENZ S400 L傳奇饗宴 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-02353312-3cf9-4f06-ad4c-c99cf7f30143.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,267255,PORSCHE,CAYENNE 3.0,2019,32604 ,2890000,黑色,5 ,5 ,3000,4WD,汽油,手自排,台北市,2018 年 總代理 PORSCHE CAYENNE 3.0 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ed27763f-ccd1-4d7e-a90d-35c057553490.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,272019,BENZ,C-CLASS C300,2017,50125 ,1480000,黑色,4 ,5 ,2000,2WD,汽油,手自排,台中市,C300 AMG 2017 全景 盲點 柏林之音 LED頭燈 電尾門 寶瑪國際,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-5af05838-1f4e-4e5b-b520-46071d62fbba.jpg?w=600&h=450,寶瑪國際汽車,台中市北屯區崇德路三段539-1號,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
41,264652,BENZ,GLC-CLASS GLC 250,2016,70985 ,1630000,白色,5 ,5 ,2000,4WD,汽油,手自排,台北市,2016 總代理 BENZ GLC250 AMG 4MATIC 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6e23f140-bb69-4396-9677-9e67a301448b.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,269772,BENZ,GLE-CLASS 350,2016,48701 ,1780000,白色,5 ,5 ,3000,4WD,柴油,手自排,台北市,2016年 總代理 BENZ GLE350d  LUX 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-cc106d76-b36d-4203-a5b1-cd4d3c84fe0b.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,265016,MAZDA,CX-5 2.2,2017,77786 ,690000,紅色,5 ,5 ,2200,4WD,柴油,手自排,桃園市,5折入手柴油最頂級AWD選配魂動紅新車約140萬.原廠記錄終身保固.超優值選擇~,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-a1cbf6db-3581-4059-93d8-a6ca14573163.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
44,271968,LUXGEN,U6 1.8,2016,66749 ,430000,白色,5 ,5 ,1800,2WD,汽油,手自排,新北市,大信SAVE 2016年 U6 ECO 頂級款 免鑰匙+手自排 僅跑6萬多KM,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-be5285c8-4452-4fc1-978e-cff730fed3ad.JPG?w=600&h=450,大信汽車-SAVE認證車聯盟,新北市泰山區新北大道5段618號,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
45,271922,BMW,5 SERIES 520,2011,149631 ,590000,銀色,4 ,5 ,2000,2WD,柴油,手自排,高雄市,2011 BMW 520D 一手車 原鈑件 認證車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-79484582-71ae-4ebe-9617-3ca97be47178.jpg?w=600&h=450,合益汽車,高雄市鳥松區中正路46-55號,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
46,271861,HONDA,HR-V 1.8,2018,39773 ,650000,白色,5 ,5 ,1800,2WD,汽油,手自排,桃園市,禮遇佳車業 x HRV S x  選配大包 x 一手車 x 全原廠保養,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-367f60d4-8c8d-4f62-a523-1eb07531c585.jpg?w=600&h=450,禮遇佳車業,桃園市龜山區復興一路471號,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0
47,269691,VOLVO,XC90 2.4,2013,65656 ,890000,棕色,5 ,7 ,2400,4WD,柴油,手自排,桃園市,新車要價300萬 硬派安全7人座休旅 里程才跑6萬 原廠紀錄 多項耗材更新完成!,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ad0ba65d-99fa-4b03-acab-79b3ed15d699.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
48,271858,LEXUS,RX SERIES RX300,2018,35580 ,1690000,棕色,5 ,5 ,2000,2WD,油電,手自排,台南市,總代理/自動跟車/360度環景/抬頭顯示/無線充電/10向電動調整椅 #3921,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-921b99f0-3c5f-423e-9db8-fbb865f0aecc.JPG?w=600&h=450,鼎翔汽車,台南市永康區中華路1028號,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
49,267882,MAZDA,2 1.5,2011,164125 ,230000,鐵灰色,5 ,5 ,1500,2WD,汽油,手自排,新竹市,2011年式 馬自達2 MAZDA 2 保證一手車 原廠保養,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-b4cd4f5a-5dcf-43f1-a116-ce01e10f3609.JPG?w=600&h=450,宏展汽車,新竹市東區東區經國路一段209號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,266983,VW,GOLF 1.2,2015,85732 ,490000,白色,5 ,5 ,1200,2WD,汽油,自手排,高雄市,【鋐基汽車】VW GOLF 1.2 TSI TL,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-86aad529-cbb6-4f9a-bee4-623eb1245d88.jpg?w=600&h=450,鋐基汽車,高雄市鼓山區中華一路912-1號,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
51,266915,BMW,1 SERIES 118,2017,91955 ,790000,灰色,5 ,5 ,1500,2WD,汽油,手自排,高雄市,【鋐基汽車】 BMW 118i F20 小改款 總代理2017,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-fce82ce2-5ed7-4c01-966f-688c57e0ea83.jpg?w=600&h=450,鋐基汽車,高雄市鼓山區中華一路912-1號,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
52,271790,TOYOTA,C-HR 1.2,2017,72141 ,680000,銀色,5 ,5 ,1200,2WD,汽油,手自排,台南市,1.2L渦輪跨界休旅車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ba61f9c7-e797-4555-acef-055c9e7064b9.jpg?w=600&h=450,銨銡汽車,台南市安南區安吉路一段212號,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0
53,262136,BMW,1 SERIES 118,2011,84216 ,450000,鐵灰色,5 ,5 ,2000,2WD,汽油,手自排,新北市,大信SAVE 2011年 BMW 118i 實跑8萬KM 里程保證 手自排TCS,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-e3d535f2-613f-495b-921a-10cde092518a.JPG?w=600&h=450,大信汽車-SAVE認證車聯盟,新北市泰山區新北大道5段618號,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
54,247640,MAZDA,5 七人座,2009,214628 ,290000,灰色,4 ,5 ,2000,2WD,汽油,手自排,台中市,2009年 MAZDA5 七人座 後排螢幕 影音 導航 倒車顯影,https://usedcar-image-v2.azurewebsites.net//Storages/car-images-original/temp-548c4b41-e9ac-4afc-8856-8097fe64a219.jpg?w=600&h=450,雄大汽車/台中/中古車/二手車/網友推薦/中部網路大賣場,台中市大肚區山陽村沙田路三段591巷11-1號,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
55,269508,BMW,3 SERIES TOURING 320,2011,86536 ,680000,黑色,5 ,5 ,2000,2WD,柴油,自手排,台北市,2011年BMW 320d Touring 一手車新車至今全程原廠保養,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-9c3dc8b4-f3c2-49c2-a214-ad6091448819.JPG?w=600&h=450,炎禾汽車,台北市中山區民族東路554號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,266927,BENZ,CLA-CLASS CLA250,2020,1263 ,1990000,鐵灰色,4 ,5 ,2000,4WD,汽油,自手排,台南市,CLA250 AMG 倒攝 盲點 全景 加熱記憶椅 CarPlay #7930,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-98a35a84-52a5-44cf-bd8b-d32a06bc8673.jpg?w=600&h=450,鼎翔汽車,台南市永康區中華路1028號,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0
57,266625,BENZ,C-CLASS C300,2017,43203 ,1630000,黑色,4 ,5 ,2000,4WD,汽油,手自排,台南市,AMG 23P 跟車系統 環景 盲點 全景 加熱記憶椅 摸門解鎖 電尾#0349,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-564d6219-0a1f-471d-ac2a-3463de009f46.jpg?w=600&h=450,鼎翔汽車,台南市永康區中華路1028號,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1
